pricing_sk,product_id,seller_id,category,list_price,discount_pct,final_price,currency,effective_from,effective_to,is_current,change_reason
PR0015258,P104383,S1028,Home & Kitchen,22.64,0.0,22.64,USD,2024-07-17,2024-09-04,False,promotion
PR0015259,P104383,S1028,Home & Kitchen,22.43,0.0,22.43,USD,2024-09-05,,True,regular_update
PR0015260,P104384,S1132,Home & Kitchen,76.57,0.35,49.77,USD,2024-02-02,2024-05-15,False,competitor_price_match
PR0015261,P104384,S1132,Home & Kitchen,86.59,0.0,86.59,USD,2024-05-16,2024-08-15,False,competitor_price_match
PR0015262,P104384,S1132,Home & Kitchen,101.39,0.13,88.21,USD,2024-08-16,2024-11-25,False,seasonal_sale
PR0015263,P104384,S1132,Home & Kitchen,103.76,0.18,85.08,USD,2024-11-26,2025-01-25,False,promotion
PR0015264,P104384,S1132,Home & Kitchen,98.12,0.0,98.12,USD,2025-01-26,,True,seasonal_sale
PR0015265,P104385,S1793,Toys,16.38,0.0,16.38,USD,2024-02-14,2024-03-23,False,seasonal_sale
PR0015266,P104385,S1793,Toys,13.67,0.0,13.67,USD,2024-03-24,2024-07-04,False,seasonal_sale
PR0015267,P104385,S1793,Toys,14.49,0.08,13.33,USD,2024-07-05,,True,promotion
PR0015268,P104386,S1041,Beauty,9.71,0.0,9.71,USD,2024-02-11,2024-04-28,False,regular_update
PR0015269,P104386,S1041,Beauty,9.66,0.2,7.73,USD,2024-04-29,2024-08-11,False,promotion
PR0015270,P104386,S1041,Beauty,11.28,0.0,11.28,USD,2024-08-12,,True,seasonal_sale
PR0015271,P104387,S1186,Toys,45.42,0.19,36.79,USD,2024-01-03,2024-04-01,False,regular_update
PR0015272,P104387,S1186,Toys,46.83,0.0,46.83,USD,2024-04-02,2024-05-14,False,seasonal_sale
PR0015273,P104387,S1186,Toys,50.82,0.0,50.82,USD,2024-05-15,,True,promotion
PR0015274,P104388,S1476,Electronics,61.18,0.0,61.18,USD,2024-01-17,2024-03-29,False,inventory_clearance
PR0015275,P104388,S1476,Electronics,50.96,0.0,50.96,USD,2024-03-30,2024-05-24,False,competitor_price_match
PR0015276,P104388,S1476,Electronics,60.0,0.0,60.0,USD,2024-05-25,2024-06-29,False,inventory_clearance
PR0015277,P104388,S1476,Electronics,56.87,0.0,56.87,USD,2024-06-30,,True,competitor_price_match
PR0015278,P104389,S1263,Electronics,49.22,0.0,49.22,USD,2024-01-07,2024-03-03,False,competitor_price_match
PR0015279,P104389,S1263,Electronics,45.04,0.11,40.09,USD,2024-03-04,2024-04-28,False,seasonal_sale
PR0015280,P104389,S1263,Electronics,41.37,0.0,41.37,USD,2024-04-29,2024-07-14,False,promotion
PR0015281,P104389,S1263,Electronics,46.31,0.0,46.31,USD,2024-07-15,,True,seasonal_sale
PR0015282,P104390,S1190,Beauty,32.51,0.0,32.51,USD,2024-01-21,2024-05-04,False,promotion
PR0015283,P104390,S1190,Beauty,37.76,0.14,32.47,USD,2024-05-05,2024-09-08,False,competitor_price_match
PR0015284,P104390,S1190,Beauty,33.96,0.0,33.96,USD,2024-09-09,,True,competitor_price_match
PR0015285,P104391,S1808,Home & Kitchen,22.43,0.0,22.43,USD,2024-02-16,2024-04-21,False,competitor_price_match
PR0015286,P104391,S1808,Home & Kitchen,26.0,0.0,26.0,USD,2024-04-22,2024-07-16,False,seasonal_sale
PR0015287,P104391,S1808,Home & Kitchen,27.7,0.0,27.7,USD,2024-07-17,2024-11-05,False,seasonal_sale
PR0015288,P104391,S1808,Home & Kitchen,25.79,0.0,25.79,USD,2024-11-06,,True,inventory_clearance
PR0015289,P104392,S1265,Toys,73.06,0.1,65.75,USD,2024-02-24,2024-04-06,False,inventory_clearance
PR0015290,P104392,S1265,Toys,63.41,0.0,63.41,USD,2024-04-07,2024-07-30,False,inventory_clearance
PR0015291,P104392,S1265,Toys,67.7,0.0,67.7,USD,2024-07-31,,True,inventory_clearance
PR0015292,P104393,S1698,Grocery,27.89,0.14,23.99,USD,2024-01-12,2024-02-17,False,seasonal_sale
PR0015293,P104393,S1698,Grocery,23.12,0.0,23.12,USD,2024-02-18,2024-06-06,False,competitor_price_match
PR0015294,P104393,S1698,Grocery,25.29,0.0,25.29,USD,2024-06-07,,True,regular_update
PR0015295,P104394,S1121,Home & Kitchen,72.19,0.0,72.19,USD,2024-01-12,2024-04-21,False,regular_update
PR0015296,P104394,S1121,Home & Kitchen,74.45,0.0,74.45,USD,2024-04-22,2024-06-19,False,inventory_clearance
PR0015297,P104394,S1121,Home & Kitchen,61.58,0.0,61.58,USD,2024-06-20,2024-09-26,False,competitor_price_match
PR0015298,P104394,S1121,Home & Kitchen,67.69,0.19,54.83,USD,2024-09-27,,True,inventory_clearance
PR0015299,P104395,S1056,Books,17.46,0.0,17.46,USD,2024-01-13,2024-03-06,False,inventory_clearance
PR0015300,P104395,S1056,Books,18.83,0.11,16.76,USD,2024-03-07,2024-07-06,False,promotion
PR0015301,P104395,S1056,Books,18.05,0.0,18.05,USD,2024-07-07,,True,promotion
PR0015302,P104396,S1074,Toys,21.51,0.0,21.51,USD,2024-02-02,2024-04-19,False,promotion
PR0015303,P104396,S1074,Toys,22.26,0.0,22.26,USD,2024-04-20,2024-06-01,False,seasonal_sale
PR0015304,P104396,S1074,Toys,21.42,0.0,21.42,USD,2024-06-02,2024-09-03,False,promotion
PR0015305,P104396,S1074,Toys,17.92,0.0,17.92,USD,2024-09-04,,True,inventory_clearance
PR0015306,P104397,S1372,Grocery,10.79,0.0,10.79,USD,2024-01-07,2024-04-09,False,inventory_clearance
PR0015307,P104397,S1372,Grocery,12.33,0.06,11.59,USD,2024-04-10,2024-06-18,False,seasonal_sale
PR0015308,P104397,S1372,Grocery,10.12,0.0,10.12,USD,2024-06-19,2024-09-08,False,regular_update
PR0015309,P104397,S1372,Grocery,9.36,0.0,9.36,USD,2024-09-09,2024-12-29,False,regular_update
PR0015310,P104397,S1372,Grocery,9.75,0.0,9.75,USD,2024-12-30,,True,competitor_price_match
PR0015311,P104398,S1719,Sports,50.77,0.34,33.51,USD,2024-01-28,2024-04-10,False,competitor_price_match
PR0015312,P104398,S1719,Sports,54.1,0.0,54.1,USD,2024-04-11,2024-07-10,False,seasonal_sale
PR0015313,P104398,S1719,Sports,62.84,0.0,62.84,USD,2024-07-11,2024-09-11,False,regular_update
PR0015314,P104398,S1719,Sports,54.48,0.0,54.48,USD,2024-09-12,,True,competitor_price_match
PR0015315,P104399,S1554,Beauty,18.05,0.05,17.15,USD,2024-01-02,2024-04-26,False,inventory_clearance
PR0015316,P104399,S1554,Beauty,20.98,0.0,20.98,USD,2024-04-27,2024-08-04,False,inventory_clearance
PR0015317,P104399,S1554,Beauty,18.49,0.13,16.09,USD,2024-08-05,,True,seasonal_sale
PR0015318,P104400,S1308,Home & Kitchen,43.39,0.12,38.18,USD,2024-02-15,2024-04-22,False,seasonal_sale
PR0015319,P104400,S1308,Home & Kitchen,37.33,0.0,37.33,USD,2024-04-23,2024-07-04,False,regular_update
PR0015320,P104400,S1308,Home & Kitchen,35.08,0.0,35.08,USD,2024-07-05,2024-08-16,False,inventory_clearance
PR0015321,P104400,S1308,Home & Kitchen,40.27,0.0,40.27,USD,2024-08-17,2024-11-12,False,competitor_price_match
PR0015322,P104400,S1308,Home & Kitchen,40.28,0.0,40.28,USD,2024-11-13,,True,competitor_price_match
PR0015323,P104401,S1323,Toys,3.93,0.0,3.93,USD,2024-02-24,2024-04-09,False,competitor_price_match
PR0015324,P104401,S1323,Toys,4.43,0.0,4.43,USD,2024-04-10,2024-06-13,False,inventory_clearance
PR0015325,P104401,S1323,Toys,5.08,0.0,5.08,USD,2024-06-14,2024-08-12,False,competitor_price_match
PR0015326,P104401,S1323,Toys,5.68,0.0,5.68,USD,2024-08-13,2024-10-30,False,inventory_clearance
PR0015327,P104401,S1323,Toys,5.63,0.0,5.63,USD,2024-10-31,,True,seasonal_sale
PR0015328,P104402,S1072,Electronics,7.31,0.0,7.31,USD,2024-02-01,2024-04-12,False,regular_update
PR0015329,P104402,S1072,Electronics,7.03,0.0,7.03,USD,2024-04-13,2024-08-19,False,competitor_price_match
PR0015330,P104402,S1072,Electronics,6.57,0.0,6.57,USD,2024-08-20,,True,regular_update
PR0015331,P104403,S1397,Grocery,39.58,0.1,35.62,USD,2024-01-24,2024-03-14,False,inventory_clearance
PR0015332,P104403,S1397,Grocery,40.89,0.0,40.89,USD,2024-03-15,2024-07-17,False,seasonal_sale
PR0015333,P104403,S1397,Grocery,33.8,0.0,33.8,USD,2024-07-18,2024-10-11,False,seasonal_sale
PR0015334,P104403,S1397,Grocery,38.0,0.0,38.0,USD,2024-10-12,2024-12-17,False,competitor_price_match
PR0015335,P104403,S1397,Grocery,37.35,0.0,37.35,USD,2024-12-18,,True,regular_update
PR0015336,P104404,S1888,Toys,15.91,0.0,15.91,USD,2024-01-18,2024-04-17,False,inventory_clearance
PR0015337,P104404,S1888,Toys,18.77,0.2,15.02,USD,2024-04-18,2024-07-08,False,competitor_price_match
PR0015338,P104404,S1888,Toys,18.52,0.0,18.52,USD,2024-07-09,2024-11-03,False,regular_update
PR0015339,P104404,S1888,Toys,21.84,0.0,21.84,USD,2024-11-04,,True,promotion
PR0015340,P104405,S1092,Books,49.61,0.0,49.61,USD,2024-02-08,2024-04-28,False,seasonal_sale
PR0015341,P104405,S1092,Books,56.94,0.0,56.94,USD,2024-04-29,2024-06-06,False,competitor_price_match
PR0015342,P104405,S1092,Books,64.22,0.0,64.22,USD,2024-06-07,,True,regular_update
PR0015343,P104406,S1779,Electronics,25.21,0.26,18.66,USD,2024-01-20,2024-05-23,False,competitor_price_match
PR0015344,P104406,S1779,Electronics,28.93,0.0,28.93,USD,2024-05-24,2024-07-16,False,promotion
PR0015345,P104406,S1779,Electronics,28.81,0.31,19.88,USD,2024-07-17,2024-10-29,False,competitor_price_match
PR0015346,P104406,S1779,Electronics,26.73,0.0,26.73,USD,2024-10-30,,True,promotion
PR0015347,P104407,S1502,Grocery,25.27,0.0,25.27,USD,2024-01-02,2024-02-25,False,inventory_clearance
PR0015348,P104407,S1502,Grocery,25.14,0.0,25.14,USD,2024-02-26,,True,promotion
PR0015349,P104408,S1252,Toys,15.26,0.0,15.26,USD,2024-02-23,2024-06-19,False,promotion
PR0015350,P104408,S1252,Toys,16.06,0.0,16.06,USD,2024-06-20,2024-10-24,False,promotion
PR0015351,P104408,S1252,Toys,18.36,0.0,18.36,USD,2024-10-25,2025-03-02,False,seasonal_sale
PR0015352,P104408,S1252,Toys,19.13,0.0,19.13,USD,2025-03-03,,True,seasonal_sale
PR0015353,P104409,S1140,Books,41.87,0.0,41.87,USD,2024-01-06,2024-02-29,False,inventory_clearance
PR0015354,P104409,S1140,Books,43.48,0.0,43.48,USD,2024-03-01,2024-04-09,False,seasonal_sale
PR0015355,P104409,S1140,Books,40.71,0.0,40.71,USD,2024-04-10,,True,promotion
PR0015356,P104410,S1826,Home & Kitchen,22.95,0.0,22.95,USD,2024-02-17,2024-06-20,False,regular_update
PR0015357,P104410,S1826,Home & Kitchen,21.65,0.0,21.65,USD,2024-06-21,,True,competitor_price_match
PR0015358,P104411,S1783,Fashion,25.7,0.0,25.7,USD,2024-01-06,2024-03-10,False,seasonal_sale
PR0015359,P104411,S1783,Fashion,28.04,0.0,28.04,USD,2024-03-11,2024-07-03,False,promotion
PR0015360,P104411,S1783,Fashion,23.87,0.07,22.2,USD,2024-07-04,,True,regular_update
PR0015361,P104412,S1370,Grocery,38.09,0.0,38.09,USD,2024-02-16,2024-06-05,False,inventory_clearance
PR0015362,P104412,S1370,Grocery,33.13,0.0,33.13,USD,2024-06-06,2024-08-06,False,seasonal_sale
PR0015363,P104412,S1370,Grocery,38.54,0.16,32.37,USD,2024-08-07,,True,competitor_price_match
PR0015364,P104413,S1780,Fashion,27.42,0.0,27.42,USD,2024-01-06,2024-02-10,False,competitor_price_match
PR0015365,P104413,S1780,Fashion,27.86,0.0,27.86,USD,2024-02-11,2024-03-22,False,promotion
PR0015366,P104413,S1780,Fashion,27.51,0.0,27.51,USD,2024-03-23,,True,promotion
PR0015367,P104414,S1392,Grocery,23.49,0.12,20.67,USD,2024-02-09,2024-04-01,False,seasonal_sale
PR0015368,P104414,S1392,Grocery,27.03,0.0,27.03,USD,2024-04-02,2024-07-19,False,regular_update
PR0015369,P104414,S1392,Grocery,24.31,0.0,24.31,USD,2024-07-20,2024-09-03,False,seasonal_sale
PR0015370,P104414,S1392,Grocery,21.84,0.0,21.84,USD,2024-09-04,,True,inventory_clearance
PR0015371,P104415,S1776,Fashion,29.45,0.0,29.45,USD,2024-01-10,2024-04-01,False,regular_update
PR0015372,P104415,S1776,Fashion,27.43,0.0,27.43,USD,2024-04-02,2024-05-14,False,seasonal_sale
PR0015373,P104415,S1776,Fashion,31.4,0.0,31.4,USD,2024-05-15,,True,competitor_price_match
PR0015374,P104416,S1144,Sports,31.05,0.2,24.84,USD,2024-02-21,2024-05-06,False,inventory_clearance
PR0015375,P104416,S1144,Sports,36.58,0.0,36.58,USD,2024-05-07,2024-09-12,False,inventory_clearance
PR0015376,P104416,S1144,Sports,41.26,0.0,41.26,USD,2024-09-13,,True,promotion
PR0015377,P104417,S1027,Books,90.74,0.0,90.74,USD,2024-02-13,2024-04-02,False,inventory_clearance
PR0015378,P104417,S1027,Books,74.56,0.33,49.96,USD,2024-04-03,,True,competitor_price_match
PR0015379,P104418,S1125,Beauty,8.41,0.0,8.41,USD,2024-02-26,2024-04-26,False,competitor_price_match
PR0015380,P104418,S1125,Beauty,9.02,0.0,9.02,USD,2024-04-27,2024-07-14,False,promotion
PR0015381,P104418,S1125,Beauty,9.9,0.29,7.03,USD,2024-07-15,2024-09-24,False,promotion
PR0015382,P104418,S1125,Beauty,11.27,0.0,11.27,USD,2024-09-25,,True,seasonal_sale
PR0015383,P104419,S1544,Toys,26.3,0.0,26.3,USD,2024-02-02,2024-05-27,False,inventory_clearance
PR0015384,P104419,S1544,Toys,29.55,0.0,29.55,USD,2024-05-28,2024-07-15,False,regular_update
PR0015385,P104419,S1544,Toys,24.94,0.0,24.94,USD,2024-07-16,,True,inventory_clearance
PR0015386,P104420,S1498,Grocery,136.49,0.0,136.49,USD,2024-01-24,2024-04-29,False,regular_update
PR0015387,P104420,S1498,Grocery,120.56,0.0,120.56,USD,2024-04-30,2024-08-22,False,competitor_price_match
PR0015388,P104420,S1498,Grocery,137.63,0.0,137.63,USD,2024-08-23,,True,competitor_price_match
PR0015389,P104421,S1794,Sports,38.99,0.0,38.99,USD,2024-01-07,2024-03-04,False,competitor_price_match
PR0015390,P104421,S1794,Sports,38.26,0.0,38.26,USD,2024-03-05,2024-05-01,False,seasonal_sale
PR0015391,P104421,S1794,Sports,41.38,0.0,41.38,USD,2024-05-02,2024-07-08,False,regular_update
PR0015392,P104421,S1794,Sports,44.36,0.0,44.36,USD,2024-07-09,,True,regular_update
PR0015393,P104422,S1515,Grocery,26.12,0.0,26.12,USD,2024-01-05,2024-03-20,False,seasonal_sale
PR0015394,P104422,S1515,Grocery,29.86,0.0,29.86,USD,2024-03-21,2024-07-17,False,inventory_clearance
PR0015395,P104422,S1515,Grocery,33.56,0.0,33.56,USD,2024-07-18,,True,inventory_clearance
PR0015396,P104423,S1165,Grocery,18.51,0.0,18.51,USD,2024-02-29,2024-05-29,False,seasonal_sale
PR0015397,P104423,S1165,Grocery,21.78,0.0,21.78,USD,2024-05-30,2024-07-22,False,promotion
PR0015398,P104423,S1165,Grocery,22.57,0.0,22.57,USD,2024-07-23,2024-09-25,False,regular_update
PR0015399,P104423,S1165,Grocery,24.2,0.21,19.12,USD,2024-09-26,2024-12-06,False,promotion
PR0015400,P104423,S1165,Grocery,27.41,0.06,25.77,USD,2024-12-07,,True,inventory_clearance
PR0015401,P104424,S1701,Fashion,20.35,0.0,20.35,USD,2024-01-17,2024-04-07,False,seasonal_sale
PR0015402,P104424,S1701,Fashion,17.55,0.0,17.55,USD,2024-04-08,,True,promotion
PR0015403,P104425,S1568,Toys,35.04,0.0,35.04,USD,2024-02-24,2024-05-31,False,regular_update
PR0015404,P104425,S1568,Toys,33.01,0.0,33.01,USD,2024-06-01,2024-07-15,False,competitor_price_match
PR0015405,P104425,S1568,Toys,34.31,0.0,34.31,USD,2024-07-16,,True,seasonal_sale
PR0015406,P104426,S1438,Sports,35.16,0.0,35.16,USD,2024-02-03,2024-04-11,False,promotion
PR0015407,P104426,S1438,Sports,40.13,0.0,40.13,USD,2024-04-12,2024-06-12,False,promotion
PR0015408,P104426,S1438,Sports,44.7,0.25,33.53,USD,2024-06-13,2024-08-10,False,seasonal_sale
PR0015409,P104426,S1438,Sports,42.37,0.0,42.37,USD,2024-08-11,,True,competitor_price_match
PR0015410,P104427,S1386,Fashion,22.41,0.0,22.41,USD,2024-02-11,2024-06-01,False,regular_update
PR0015411,P104427,S1386,Fashion,25.36,0.0,25.36,USD,2024-06-02,,True,inventory_clearance
PR0015412,P104428,S1211,Fashion,16.52,0.0,16.52,USD,2024-01-01,2024-04-12,False,seasonal_sale
PR0015413,P104428,S1211,Fashion,16.17,0.0,16.17,USD,2024-04-13,2024-06-24,False,seasonal_sale
PR0015414,P104428,S1211,Fashion,16.49,0.0,16.49,USD,2024-06-25,2024-08-20,False,promotion
PR0015415,P104428,S1211,Fashion,17.47,0.17,14.5,USD,2024-08-21,2024-11-17,False,inventory_clearance
PR0015416,P104428,S1211,Fashion,17.63,0.09,16.04,USD,2024-11-18,,True,promotion
PR0015417,P104429,S1427,Beauty,33.22,0.0,33.22,USD,2024-01-12,2024-05-15,False,seasonal_sale
PR0015418,P104429,S1427,Beauty,38.7,0.0,38.7,USD,2024-05-16,2024-07-20,False,regular_update
PR0015419,P104429,S1427,Beauty,43.94,0.0,43.94,USD,2024-07-21,,True,promotion
PR0015420,P104430,S1541,Books,32.9,0.0,32.9,USD,2024-01-02,2024-04-29,False,inventory_clearance
PR0015421,P104430,S1541,Books,29.17,0.0,29.17,USD,2024-04-30,2024-08-11,False,inventory_clearance
PR0015422,P104430,S1541,Books,25.11,0.0,25.11,USD,2024-08-12,,True,promotion
PR0015423,P104431,S1687,Grocery,37.52,0.0,37.52,USD,2024-01-14,2024-04-25,False,seasonal_sale
PR0015424,P104431,S1687,Grocery,33.88,0.0,33.88,USD,2024-04-26,2024-07-05,False,promotion
PR0015425,P104431,S1687,Grocery,29.36,0.0,29.36,USD,2024-07-06,2024-10-03,False,regular_update
PR0015426,P104431,S1687,Grocery,29.3,0.31,20.22,USD,2024-10-04,,True,regular_update
PR0015427,P104432,S1605,Sports,3.51,0.0,3.51,USD,2024-01-21,2024-05-24,False,inventory_clearance
PR0015428,P104432,S1605,Sports,3.98,0.0,3.98,USD,2024-05-25,2024-07-15,False,seasonal_sale
PR0015429,P104432,S1605,Sports,3.96,0.0,3.96,USD,2024-07-16,2024-10-31,False,inventory_clearance
PR0015430,P104432,S1605,Sports,3.74,0.0,3.74,USD,2024-11-01,,True,seasonal_sale
PR0015431,P104433,S1798,Fashion,32.06,0.0,32.06,USD,2024-02-16,2024-03-31,False,promotion
PR0015432,P104433,S1798,Fashion,29.32,0.12,25.8,USD,2024-04-01,2024-08-07,False,competitor_price_match
PR0015433,P104433,S1798,Fashion,30.0,0.0,30.0,USD,2024-08-08,2024-10-09,False,competitor_price_match
PR0015434,P104433,S1798,Fashion,33.74,0.0,33.74,USD,2024-10-10,2025-01-13,False,regular_update
PR0015435,P104433,S1798,Fashion,30.74,0.0,30.74,USD,2025-01-14,,True,seasonal_sale
PR0015436,P104434,S1807,Beauty,36.57,0.0,36.57,USD,2024-01-05,2024-04-04,False,seasonal_sale
PR0015437,P104434,S1807,Beauty,38.14,0.29,27.08,USD,2024-04-05,2024-08-04,False,competitor_price_match
PR0015438,P104434,S1807,Beauty,31.44,0.0,31.44,USD,2024-08-05,,True,inventory_clearance
PR0015439,P104435,S1428,Fashion,23.1,0.0,23.1,USD,2024-02-10,2024-04-10,False,inventory_clearance
PR0015440,P104435,S1428,Fashion,21.92,0.0,21.92,USD,2024-04-11,2024-06-03,False,regular_update
PR0015441,P104435,S1428,Fashion,20.65,0.0,20.65,USD,2024-06-04,2024-07-18,False,seasonal_sale
PR0015442,P104435,S1428,Fashion,19.9,0.0,19.9,USD,2024-07-19,,True,inventory_clearance
PR0015443,P104436,S1263,Books,53.24,0.19,43.12,USD,2024-02-13,2024-05-07,False,promotion
PR0015444,P104436,S1263,Books,51.63,0.0,51.63,USD,2024-05-08,2024-07-17,False,regular_update
PR0015445,P104436,S1263,Books,51.45,0.0,51.45,USD,2024-07-18,2024-10-15,False,competitor_price_match
PR0015446,P104436,S1263,Books,54.89,0.0,54.89,USD,2024-10-16,2024-12-04,False,promotion
PR0015447,P104436,S1263,Books,56.57,0.0,56.57,USD,2024-12-05,,True,promotion
PR0015448,P104437,S1755,Books,17.3,0.0,17.3,USD,2024-02-09,2024-05-25,False,inventory_clearance
PR0015449,P104437,S1755,Books,20.08,0.28,14.46,USD,2024-05-26,2024-08-21,False,regular_update
PR0015450,P104437,S1755,Books,21.59,0.22,16.84,USD,2024-08-22,,True,promotion
PR0015451,P104438,S1485,Toys,50.2,0.0,50.2,USD,2024-02-16,2024-05-04,False,seasonal_sale
PR0015452,P104438,S1485,Toys,48.52,0.0,48.52,USD,2024-05-05,2024-06-10,False,seasonal_sale
PR0015453,P104438,S1485,Toys,41.49,0.0,41.49,USD,2024-06-11,,True,promotion
PR0015454,P104439,S1352,Grocery,22.1,0.0,22.1,USD,2024-02-01,2024-03-22,False,regular_update
PR0015455,P104439,S1352,Grocery,24.65,0.0,24.65,USD,2024-03-23,2024-05-07,False,seasonal_sale
PR0015456,P104439,S1352,Grocery,22.48,0.21,17.76,USD,2024-05-08,2024-08-04,False,seasonal_sale
PR0015457,P104439,S1352,Grocery,21.13,0.0,21.13,USD,2024-08-05,,True,competitor_price_match
PR0015458,P104440,S1721,Fashion,32.52,0.0,32.52,USD,2024-02-06,2024-06-07,False,promotion
PR0015459,P104440,S1721,Fashion,27.67,0.0,27.67,USD,2024-06-08,,True,seasonal_sale
PR0015460,P104441,S1865,Beauty,7.51,0.0,7.51,USD,2024-01-12,2024-04-29,False,inventory_clearance
PR0015461,P104441,S1865,Beauty,7.4,0.21,5.85,USD,2024-04-30,2024-06-18,False,inventory_clearance
PR0015462,P104441,S1865,Beauty,7.52,0.0,7.52,USD,2024-06-19,,True,competitor_price_match
PR0015463,P104442,S1857,Grocery,15.52,0.0,15.52,USD,2024-01-03,2024-03-05,False,promotion
PR0015464,P104442,S1857,Grocery,14.35,0.0,14.35,USD,2024-03-06,2024-05-04,False,seasonal_sale
PR0015465,P104442,S1857,Grocery,12.38,0.0,12.38,USD,2024-05-05,2024-07-15,False,inventory_clearance
PR0015466,P104442,S1857,Grocery,12.12,0.06,11.39,USD,2024-07-16,,True,inventory_clearance
PR0015467,P104443,S1723,Grocery,17.07,0.0,17.07,USD,2024-01-07,2024-04-29,False,seasonal_sale
PR0015468,P104443,S1723,Grocery,16.42,0.0,16.42,USD,2024-04-30,2024-06-04,False,promotion
PR0015469,P104443,S1723,Grocery,17.48,0.0,17.48,USD,2024-06-05,2024-08-05,False,competitor_price_match
PR0015470,P104443,S1723,Grocery,16.61,0.0,16.61,USD,2024-08-06,,True,promotion
PR0015471,P104444,S1108,Fashion,11.91,0.0,11.91,USD,2024-02-03,2024-06-03,False,seasonal_sale
PR0015472,P104444,S1108,Fashion,13.32,0.0,13.32,USD,2024-06-04,2024-08-05,False,competitor_price_match
PR0015473,P104444,S1108,Fashion,14.06,0.1,12.65,USD,2024-08-06,,True,inventory_clearance
PR0015474,P104445,S1436,Grocery,6.18,0.14,5.31,USD,2024-01-15,2024-03-19,False,regular_update
PR0015475,P104445,S1436,Grocery,5.69,0.0,5.69,USD,2024-03-20,2024-07-07,False,competitor_price_match
PR0015476,P104445,S1436,Grocery,5.51,0.0,5.51,USD,2024-07-08,,True,regular_update
PR0015477,P104446,S1168,Home & Kitchen,42.06,0.0,42.06,USD,2024-01-13,2024-02-29,False,seasonal_sale
PR0015478,P104446,S1168,Home & Kitchen,40.16,0.0,40.16,USD,2024-03-01,2024-05-03,False,competitor_price_match
PR0015479,P104446,S1168,Home & Kitchen,40.13,0.0,40.13,USD,2024-05-04,,True,regular_update
PR0015480,P104447,S1380,Sports,32.02,0.0,32.02,USD,2024-02-23,2024-04-09,False,competitor_price_match
PR0015481,P104447,S1380,Sports,26.61,0.0,26.61,USD,2024-04-10,2024-06-22,False,inventory_clearance
PR0015482,P104447,S1380,Sports,25.28,0.0,25.28,USD,2024-06-23,,True,regular_update
PR0015483,P104448,S1590,Sports,41.62,0.0,41.62,USD,2024-01-10,2024-04-18,False,inventory_clearance
PR0015484,P104448,S1590,Sports,39.16,0.0,39.16,USD,2024-04-19,2024-08-06,False,competitor_price_match
PR0015485,P104448,S1590,Sports,38.01,0.0,38.01,USD,2024-08-07,,True,promotion
PR0015486,P104449,S1106,Beauty,20.87,0.0,20.87,USD,2024-01-04,2024-04-24,False,regular_update
PR0015487,P104449,S1106,Beauty,19.17,0.34,12.65,USD,2024-04-25,2024-07-04,False,seasonal_sale
PR0015488,P104449,S1106,Beauty,22.58,0.0,22.58,USD,2024-07-05,2024-11-11,False,competitor_price_match
PR0015489,P104449,S1106,Beauty,24.13,0.0,24.13,USD,2024-11-12,,True,seasonal_sale
PR0015490,P104450,S1191,Electronics,32.38,0.0,32.38,USD,2024-01-15,2024-04-20,False,regular_update
PR0015491,P104450,S1191,Electronics,30.89,0.0,30.89,USD,2024-04-21,2024-06-25,False,competitor_price_match
PR0015492,P104450,S1191,Electronics,29.58,0.0,29.58,USD,2024-06-26,2024-08-29,False,inventory_clearance
PR0015493,P104450,S1191,Electronics,27.93,0.0,27.93,USD,2024-08-30,2024-11-22,False,competitor_price_match
PR0015494,P104450,S1191,Electronics,28.51,0.0,28.51,USD,2024-11-23,,True,inventory_clearance
PR0015495,P104451,S1014,Fashion,20.62,0.0,20.62,USD,2024-01-05,2024-03-04,False,inventory_clearance
PR0015496,P104451,S1014,Fashion,22.3,0.0,22.3,USD,2024-03-05,2024-04-30,False,seasonal_sale
PR0015497,P104451,S1014,Fashion,20.87,0.0,20.87,USD,2024-05-01,,True,competitor_price_match
PR0015498,P104452,S1275,Sports,29.8,0.0,29.8,USD,2024-01-18,2024-04-26,False,promotion
PR0015499,P104452,S1275,Sports,25.42,0.0,25.42,USD,2024-04-27,2024-06-05,False,competitor_price_match
PR0015500,P104452,S1275,Sports,26.3,0.0,26.3,USD,2024-06-06,2024-10-11,False,regular_update
PR0015501,P104452,S1275,Sports,27.03,0.0,27.03,USD,2024-10-12,,True,seasonal_sale
PR0015502,P104453,S1025,Home & Kitchen,27.29,0.0,27.29,USD,2024-02-01,2024-06-08,False,promotion
PR0015503,P104453,S1025,Home & Kitchen,25.56,0.0,25.56,USD,2024-06-09,2024-08-20,False,promotion
PR0015504,P104453,S1025,Home & Kitchen,21.28,0.15,18.09,USD,2024-08-21,,True,inventory_clearance
PR0015505,P104454,S1825,Grocery,16.07,0.0,16.07,USD,2024-02-11,2024-05-02,False,competitor_price_match
PR0015506,P104454,S1825,Grocery,18.69,0.0,18.69,USD,2024-05-03,,True,competitor_price_match
PR0015507,P104455,S1350,Toys,31.04,0.0,31.04,USD,2024-01-14,2024-02-19,False,seasonal_sale
PR0015508,P104455,S1350,Toys,34.68,0.0,34.68,USD,2024-02-20,2024-06-28,False,inventory_clearance
PR0015509,P104455,S1350,Toys,31.31,0.0,31.31,USD,2024-06-29,,True,inventory_clearance
PR0015510,P104456,S1213,Electronics,121.76,0.0,121.76,USD,2024-01-16,2024-03-07,False,inventory_clearance
