product_id,product_name,category,subcategory,brand,seller_id,launch_date,base_price,warehouse_id,is_active,weight_kg,product_rating_initial
P106428,Zenith Cookware Item 06428,Home & Kitchen,Cookware,Zenith,S1762,2023-11-18,15.31,WH-NA-02,True,3.06,3.44
P106429,Astra Comics Item 06429,Books,Comics,UrbanWear,S1777,2024-03-14,57.49,WH-LA-03,True,1.48,4.2
P106430,Astra Board Games Item 06430,Toys,Board Games,BookNest,S1408,2023-09-22,18.78,WH-AP-03,False,2.51,4.31
P106431,FitPeak Smartphones Item 06431,Electronics,Smartphones,EcoLine,S1622,2023-04-29,38.15,WH-ME-01,True,8.16,2.75
P106432,BookNest Puzzles Item 06432,Toys,Puzzles,BookNest,S1702,2024-07-05,18.92,WH-LA-04,True,4.13,3.16
P106433,UrbanWear Makeup Item 06433,Beauty,Makeup,UrbanWear,S1706,2023-07-20,9.82,WH-AP-03,True,4.16,3.43
P106434,Toyverse Smartphones Item 06434,Electronics,Smartphones,NovaTech,S1760,2024-11-24,58.45,WH-ME-03,True,4.05,3.41
P106435,EcoLine Smartphones Item 06435,Electronics,Smartphones,Toyverse,S1887,2024-03-27,21.42,WH-NA-03,True,1.42,4.34
P106436,FreshMart Fitness Item 06436,Sports,Fitness,BookNest,S1202,2023-03-14,95.61,WH-EU-04,True,3.16,2.62
P106437,PureGlow Women Clothing Item 06437,Fashion,Women Clothing,UrbanWear,S1864,2024-04-10,13.51,WH-NA-01,True,1.34,2.96
P106438,FreshMart Dolls Item 06438,Toys,Dolls,Toyverse,S1300,2024-09-09,27.23,WH-ME-02,True,3.03,3.07
P106439,Zenith Tools Item 06439,Beauty,Tools,HomePro,S1249,2024-01-02,27.72,WH-AP-03,True,2.19,3.47
P106440,CloudNine Children Item 06440,Books,Children,Astra,S1860,2023-08-22,30.15,WH-LA-03,False,2.69,4.72
P106441,HomePro Beverages Item 06441,Grocery,Beverages,FreshMart,S1871,2024-02-23,12.22,WH-ME-03,True,3.35,4.48
P106442,FreshMart Shoes Item 06442,Fashion,Shoes,FitPeak,S1760,2024-08-24,11.3,WH-ME-01,True,1.43,3.49
P106443,NovaTech Business Item 06443,Books,Business,UrbanWear,S1635,2024-08-31,32.09,WH-NA-04,True,0.41,3.77
P106444,UrbanWear STEM Toys Item 06444,Toys,STEM Toys,PureGlow,S1531,2025-04-05,23.14,WH-EU-02,True,0.56,4.12
P106445,Toyverse Fragrance Item 06445,Beauty,Fragrance,FreshMart,S1574,2023-07-08,24.55,WH-EU-03,True,4.07,2.88
P106446,BookNest Beverages Item 06446,Grocery,Beverages,EcoLine,S1861,2024-03-04,52.22,WH-EU-03,True,1.26,3.55
P106447,FreshMart Women Clothing Item 06447,Fashion,Women Clothing,Astra,S1033,2023-06-07,17.46,WH-ME-01,True,3.42,2.92
P106448,PureGlow Fragrance Item 06448,Beauty,Fragrance,Toyverse,S1372,2023-04-15,35.59,WH-LA-01,True,2.7,2.5
P106449,BookNest Team Sports Item 06449,Sports,Team Sports,PureGlow,S1529,2024-01-10,8.83,WH-AP-02,True,1.6,4.73
P106450,NovaTech Pantry Item 06450,Grocery,Pantry,BookNest,S1236,2023-06-20,13.67,WH-AP-04,True,0.68,4.74
P106451,Astra Storage Item 06451,Home & Kitchen,Storage,BookNest,S1233,2023-09-15,35.87,WH-NA-04,True,0.97,3.99
P106452,FitPeak Pantry Item 06452,Grocery,Pantry,HomePro,S1588,2025-01-28,30.52,WH-AP-03,True,0.22,3.03
P106453,Astra Organic Item 06453,Grocery,Organic,NovaTech,S1266,2023-08-16,26.57,WH-ME-04,True,0.19,3.99
P106454,FreshMart Fitness Item 06454,Sports,Fitness,NovaTech,S1113,2023-10-01,17.31,WH-ME-01,True,3.85,4.8
P106455,FitPeak Fitness Item 06455,Sports,Fitness,Toyverse,S1182,2025-01-21,57.33,WH-LA-02,True,2.45,3.21
P106456,CloudNine Furniture Item 06456,Home & Kitchen,Furniture,UrbanWear,S1719,2024-11-16,14.74,WH-AP-01,True,0.47,2.8
P106457,BookNest Cookware Item 06457,Home & Kitchen,Cookware,FreshMart,S1390,2024-07-07,21.41,WH-NA-04,True,5.74,2.88
P106458,BookNest Furniture Item 06458,Home & Kitchen,Furniture,Astra,S1880,2023-01-01,5.5,WH-EU-03,True,1.05,3.81
P106459,NovaTech STEM Toys Item 06459,Toys,STEM Toys,FreshMart,S1622,2023-07-05,25.52,WH-EU-02,True,3.43,4.75
P106460,FitPeak STEM Toys Item 06460,Toys,STEM Toys,FitPeak,S1347,2025-03-01,16.95,WH-ME-01,True,0.34,3.0
P106461,PureGlow Dolls Item 06461,Toys,Dolls,HomePro,S1759,2023-05-04,44.92,WH-AP-01,True,0.75,2.54
P106462,FreshMart Fragrance Item 06462,Beauty,Fragrance,PureGlow,S1869,2023-05-31,18.57,WH-EU-04,True,3.88,2.9
P106463,NovaTech Organic Item 06463,Grocery,Organic,PureGlow,S1826,2024-10-20,64.61,WH-NA-01,True,2.02,4.89
P106464,Zenith Haircare Item 06464,Beauty,Haircare,PureGlow,S1647,2024-12-25,17.24,WH-ME-03,True,0.35,4.24
P106465,EcoLine Cycling Item 06465,Sports,Cycling,FitPeak,S1690,2023-12-21,16.72,WH-AP-02,True,2.27,4.77
P106466,Astra STEM Toys Item 06466,Toys,STEM Toys,UrbanWear,S1007,2025-02-01,5.96,WH-NA-03,True,3.65,4.54
P106467,BookNest Decor Item 06467,Home & Kitchen,Decor,Zenith,S1140,2023-02-17,18.75,WH-EU-01,True,2.3,3.7
P106468,UrbanWear Beverages Item 06468,Grocery,Beverages,FreshMart,S1385,2023-07-16,21.06,WH-LA-03,True,2.13,2.96
P106469,Zenith Pantry Item 06469,Grocery,Pantry,HomePro,S1707,2025-02-05,112.96,WH-NA-04,True,0.92,3.65
P106470,BookNest Beverages Item 06470,Grocery,Beverages,FreshMart,S1237,2023-05-06,43.31,WH-LA-02,True,1.24,4.75
P106471,EcoLine Fiction Item 06471,Books,Fiction,FitPeak,S1857,2023-07-18,12.76,WH-AP-03,True,0.51,2.95
P106472,UrbanWear Wearables Item 06472,Electronics,Wearables,PureGlow,S1030,2025-04-12,18.58,WH-LA-04,True,0.84,4.71
P106473,Zenith Cleaning Item 06473,Home & Kitchen,Cleaning,FitPeak,S1033,2023-08-23,57.93,WH-LA-02,True,1.92,4.93
P106474,UrbanWear Cookware Item 06474,Home & Kitchen,Cookware,BookNest,S1822,2023-08-22,34.13,WH-ME-01,True,1.26,4.42
P106475,PureGlow Laptops Item 06475,Electronics,Laptops,FreshMart,S1643,2024-08-17,17.98,WH-ME-01,True,2.27,3.04
P106476,CloudNine Outdoor Item 06476,Sports,Outdoor,Toyverse,S1832,2023-03-30,57.01,WH-AP-03,True,3.53,4.13
P106477,CloudNine Smartphones Item 06477,Electronics,Smartphones,BookNest,S1176,2024-06-14,4.71,WH-AP-04,True,1.21,2.76
P106478,FitPeak Children Item 06478,Books,Children,CloudNine,S1127,2023-01-28,15.09,WH-ME-02,True,5.33,2.56
P106479,FitPeak Accessories Item 06479,Fashion,Accessories,PureGlow,S1291,2024-04-25,14.7,WH-LA-04,True,4.0,3.36
P106480,EcoLine Action Figures Item 06480,Toys,Action Figures,FitPeak,S1300,2024-02-07,25.68,WH-EU-01,True,2.73,3.77
P106481,CloudNine Cleaning Item 06481,Home & Kitchen,Cleaning,CloudNine,S1362,2023-06-20,11.37,WH-AP-02,True,0.96,4.16
P106482,FitPeak Bags Item 06482,Fashion,Bags,HomePro,S1512,2023-04-12,19.33,WH-NA-01,True,0.5,3.1
P106483,BookNest Smartphones Item 06483,Electronics,Smartphones,CloudNine,S1735,2024-12-07,24.54,WH-NA-03,True,0.38,4.21
P106484,PureGlow Beverages Item 06484,Grocery,Beverages,PureGlow,S1472,2023-09-29,37.33,WH-LA-03,True,2.14,3.32
P106485,EcoLine Cycling Item 06485,Sports,Cycling,HomePro,S1239,2023-02-02,32.31,WH-ME-03,True,1.67,3.85
P106486,CloudNine Cleaning Item 06486,Home & Kitchen,Cleaning,UrbanWear,S1564,2024-06-24,9.66,WH-EU-04,True,1.58,4.63
P106487,PureGlow Bags Item 06487,Fashion,Bags,CloudNine,S1526,2024-12-29,21.16,WH-LA-04,True,0.46,4.21
P106488,Zenith Snacks Item 06488,Grocery,Snacks,Zenith,S1872,2023-07-10,9.55,WH-NA-02,True,2.73,3.66
P106489,Toyverse Smartphones Item 06489,Electronics,Smartphones,Astra,S1476,2023-06-19,58.93,WH-LA-02,True,0.72,4.55
P106490,Zenith Storage Item 06490,Home & Kitchen,Storage,CloudNine,S1637,2024-02-12,12.24,WH-ME-02,True,2.83,3.08
P106491,BookNest Comics Item 06491,Books,Comics,NovaTech,S1755,2025-03-28,27.47,WH-EU-04,True,1.58,3.63
P106492,EcoLine Cameras Item 06492,Electronics,Cameras,PureGlow,S1572,2024-01-23,26.53,WH-ME-02,True,2.85,2.63
P106493,HomePro Furniture Item 06493,Home & Kitchen,Furniture,Zenith,S1722,2023-02-21,17.36,WH-EU-04,True,2.28,3.01
P106494,HomePro Business Item 06494,Books,Business,FreshMart,S1206,2023-09-24,13.42,WH-EU-03,True,1.19,3.88
P106495,Zenith Beverages Item 06495,Grocery,Beverages,FreshMart,S1829,2023-05-01,20.25,WH-AP-04,True,0.83,2.94
P106496,Zenith Comics Item 06496,Books,Comics,Toyverse,S1587,2023-02-07,91.76,WH-LA-02,True,1.22,2.89
P106497,Astra Storage Item 06497,Home & Kitchen,Storage,HomePro,S1424,2024-01-06,6.79,WH-ME-03,False,2.72,4.4
P106498,Zenith Dolls Item 06498,Toys,Dolls,Toyverse,S1728,2023-06-29,10.18,WH-AP-04,True,1.13,4.47
P106499,FitPeak Cookware Item 06499,Home & Kitchen,Cookware,FreshMart,S1573,2023-01-30,30.22,WH-EU-01,True,1.94,4.0
P106500,Toyverse Decor Item 06500,Home & Kitchen,Decor,Astra,S1691,2024-10-15,158.71,WH-LA-01,True,3.53,3.07
P106501,CloudNine Fitness Item 06501,Sports,Fitness,Astra,S1499,2023-09-13,28.99,WH-LA-03,True,6.65,2.8
P106502,BookNest Cookware Item 06502,Home & Kitchen,Cookware,NovaTech,S1077,2025-04-11,6.4,WH-ME-02,True,1.61,4.09
P106503,PureGlow Dolls Item 06503,Toys,Dolls,BookNest,S1729,2023-02-16,14.54,WH-NA-03,True,2.27,3.57
P106504,FreshMart Decor Item 06504,Home & Kitchen,Decor,UrbanWear,S1061,2025-02-02,40.96,WH-LA-03,True,2.39,4.64
P106505,PureGlow Pantry Item 06505,Grocery,Pantry,HomePro,S1749,2023-09-24,23.22,WH-ME-02,True,2.92,3.72
P106506,CloudNine Beverages Item 06506,Grocery,Beverages,Zenith,S1528,2024-08-30,81.35,WH-LA-02,True,1.51,4.31
P106507,UrbanWear Education Item 06507,Books,Education,Toyverse,S1738,2023-03-11,18.86,WH-AP-04,True,0.35,4.26
P106508,Zenith Yoga Item 06508,Sports,Yoga,CloudNine,S1507,2023-07-14,17.56,WH-AP-03,True,2.28,4.33
P106509,Toyverse Smartphones Item 06509,Electronics,Smartphones,FreshMart,S1573,2023-04-08,63.67,WH-NA-04,True,4.55,4.84
P106510,UrbanWear Shoes Item 06510,Fashion,Shoes,HomePro,S1342,2023-01-02,23.49,WH-NA-04,True,2.97,2.93
P106511,Zenith Men Clothing Item 06511,Fashion,Men Clothing,CloudNine,S1789,2024-07-15,21.73,WH-LA-02,True,1.26,4.8
P106512,HomePro Wearables Item 06512,Electronics,Wearables,HomePro,S1415,2023-07-16,19.19,WH-AP-04,False,4.1,3.3
P106513,BookNest Wearables Item 06513,Electronics,Wearables,Zenith,S1415,2024-11-07,29.48,WH-AP-02,False,3.42,2.94
P106514,FreshMart Laptops Item 06514,Electronics,Laptops,BookNest,S1369,2024-12-12,45.33,WH-EU-03,False,2.3,2.9
P106515,Zenith Tools Item 06515,Beauty,Tools,FitPeak,S1470,2024-06-24,53.83,WH-NA-03,True,2.42,4.78
P106516,BookNest Dolls Item 06516,Toys,Dolls,Zenith,S1542,2024-09-21,14.43,WH-EU-01,True,3.2,3.3
P106517,Astra Cookware Item 06517,Home & Kitchen,Cookware,UrbanWear,S1699,2023-12-06,20.06,WH-AP-04,True,4.86,3.26
P106518,Astra Wearables Item 06518,Electronics,Wearables,Toyverse,S1047,2023-07-05,33.87,WH-EU-04,True,0.75,3.09
P106519,Astra Breakfast Item 06519,Grocery,Breakfast,FreshMart,S1646,2024-10-27,15.44,WH-LA-01,True,1.13,2.93
P106520,EcoLine Action Figures Item 06520,Toys,Action Figures,UrbanWear,S1168,2025-03-19,7.46,WH-NA-02,True,1.81,3.43
P106521,EcoLine Snacks Item 06521,Grocery,Snacks,FreshMart,S1240,2023-01-03,8.3,WH-ME-01,False,3.51,4.67
P106522,HomePro Yoga Item 06522,Sports,Yoga,Zenith,S1711,2025-02-03,36.65,WH-AP-02,True,1.61,3.79
P106523,FreshMart Pantry Item 06523,Grocery,Pantry,Toyverse,S1885,2024-02-21,14.49,WH-AP-02,True,1.47,3.63
P106524,BookNest Accessories Item 06524,Fashion,Accessories,FitPeak,S1060,2025-04-06,30.62,WH-AP-04,True,1.83,3.13
P106525,FitPeak Cycling Item 06525,Sports,Cycling,BookNest,S1324,2024-05-19,20.93,WH-AP-03,True,3.71,4.23
P106526,Toyverse Bags Item 06526,Fashion,Bags,BookNest,S1369,2023-02-25,38.16,WH-ME-01,True,2.65,4.06
P106527,FreshMart Decor Item 06527,Home & Kitchen,Decor,HomePro,S1514,2023-03-21,28.08,WH-NA-04,True,1.95,4.59
P106528,PureGlow Breakfast Item 06528,Grocery,Breakfast,Toyverse,S1488,2024-06-13,18.11,WH-LA-03,True,4.21,3.43
P106529,Astra Fiction Item 06529,Books,Fiction,UrbanWear,S1314,2023-11-26,7.67,WH-ME-03,True,3.19,4.82
P106530,Astra Women Clothing Item 06530,Fashion,Women Clothing,HomePro,S1447,2023-06-28,5.63,WH-EU-02,True,2.93,3.59
P106531,UrbanWear Puzzles Item 06531,Toys,Puzzles,Astra,S1221,2025-02-24,58.15,WH-EU-01,True,0.67,4.24
P106532,FitPeak Dolls Item 06532,Toys,Dolls,HomePro,S1380,2024-11-25,11.54,WH-AP-03,True,1.97,3.01
P106533,Astra Makeup Item 06533,Beauty,Makeup,EcoLine,S1732,2023-03-03,27.72,WH-NA-02,True,2.54,4.51
P106534,Astra Pantry Item 06534,Grocery,Pantry,CloudNine,S1390,2024-06-25,31.45,WH-EU-04,True,0.4,3.25
P106535,BookNest Fiction Item 06535,Books,Fiction,FreshMart,S1351,2024-11-06,13.0,WH-EU-01,True,2.81,4.51
P106536,Toyverse Shoes Item 06536,Fashion,Shoes,BookNest,S1762,2024-04-09,12.03,WH-AP-04,True,2.15,3.48
P106537,HomePro Fiction Item 06537,Books,Fiction,FitPeak,S1725,2024-12-29,124.01,WH-LA-02,True,4.18,2.59
P106538,Zenith Fragrance Item 06538,Beauty,Fragrance,EcoLine,S1607,2024-07-14,111.44,WH-NA-01,True,0.34,4.45
P106539,UrbanWear Cameras Item 06539,Electronics,Cameras,BookNest,S1740,2023-12-25,15.79,WH-AP-02,True,1.82,3.2
P106540,HomePro Makeup Item 06540,Beauty,Makeup,Toyverse,S1444,2025-04-17,28.77,WH-EU-04,True,1.85,4.87
P106541,HomePro Haircare Item 06541,Beauty,Haircare,HomePro,S1545,2023-04-05,25.71,WH-ME-04,True,4.03,2.65
P106542,FreshMart Board Games Item 06542,Toys,Board Games,UrbanWear,S1476,2023-12-17,5.64,WH-EU-01,True,1.97,2.52
P106543,Zenith Fragrance Item 06543,Beauty,Fragrance,HomePro,S1190,2024-01-07,57.12,WH-ME-03,True,3.34,3.29
P106544,Astra Skincare Item 06544,Beauty,Skincare,UrbanWear,S1829,2024-02-29,10.81,WH-EU-04,True,1.16,3.99
P106545,Astra Snacks Item 06545,Grocery,Snacks,FreshMart,S1709,2023-01-30,28.78,WH-LA-03,True,1.12,4.98
P106546,Zenith Outdoor Item 06546,Sports,Outdoor,UrbanWear,S1257,2024-12-03,42.75,WH-NA-02,True,2.25,4.77
P106547,Astra Fragrance Item 06547,Beauty,Fragrance,PureGlow,S1202,2024-09-14,12.05,WH-EU-03,True,2.71,3.26
P106548,Zenith Makeup Item 06548,Beauty,Makeup,NovaTech,S1647,2024-04-30,42.25,WH-LA-02,True,1.18,3.96
P106549,PureGlow Tools Item 06549,Beauty,Tools,FitPeak,S1408,2023-12-09,51.26,WH-NA-03,True,0.35,3.26
P106550,Zenith Shoes Item 06550,Fashion,Shoes,Toyverse,S1560,2025-04-21,27.04,WH-NA-01,True,7.08,3.81
P106551,UrbanWear Team Sports Item 06551,Sports,Team Sports,Toyverse,S1103,2024-02-01,14.6,WH-LA-03,True,3.66,4.06
P106552,Toyverse Fiction Item 06552,Books,Fiction,BookNest,S1585,2024-12-10,34.4,WH-AP-01,True,1.34,4.85
P106553,PureGlow Headphones Item 06553,Electronics,Headphones,FitPeak,S1864,2023-10-23,111.67,WH-ME-04,True,6.05,4.42
P106554,CloudNine Cycling Item 06554,Sports,Cycling,CloudNine,S1147,2024-03-17,28.68,WH-NA-04,True,2.79,4.15
P106555,Zenith Comics Item 06555,Books,Comics,CloudNine,S1552,2025-01-28,27.17,WH-EU-04,True,4.33,4.99
P106556,Zenith Breakfast Item 06556,Grocery,Breakfast,HomePro,S1445,2024-04-18,54.44,WH-ME-02,True,0.41,4.51
P106557,UrbanWear Cameras Item 06557,Electronics,Cameras,CloudNine,S1148,2023-10-02,22.03,WH-AP-03,True,2.76,3.95
P106558,BookNest Tools Item 06558,Beauty,Tools,FreshMart,S1542,2024-11-06,26.22,WH-ME-04,True,6.8,4.52
P106559,CloudNine Haircare Item 06559,Beauty,Haircare,HomePro,S1538,2023-08-20,38.16,WH-LA-02,True,8.77,4.03
P106560,Astra Tools Item 06560,Beauty,Tools,UrbanWear,S1617,2024-09-26,32.77,WH-AP-03,True,2.17,4.2
P106561,UrbanWear Breakfast Item 06561,Grocery,Breakfast,Zenith,S1216,2023-01-23,4.1,WH-NA-03,False,2.02,4.62
P106562,UrbanWear Fiction Item 06562,Books,Fiction,HomePro,S1096,2024-05-22,88.55,WH-LA-04,True,2.56,4.46
P106563,Zenith Children Item 06563,Books,Children,BookNest,S1353,2023-10-27,40.64,WH-ME-04,True,4.27,2.6
P106564,HomePro Cookware Item 06564,Home & Kitchen,Cookware,FitPeak,S1011,2024-01-08,20.49,WH-AP-01,True,0.99,4.77
P106565,CloudNine Action Figures Item 06565,Toys,Action Figures,Zenith,S1536,2023-10-28,35.16,WH-AP-01,True,2.07,4.79
P106566,Zenith Headphones Item 06566,Electronics,Headphones,Toyverse,S1228,2023-12-29,7.83,WH-ME-02,True,2.99,3.23
P106567,Toyverse Organic Item 06567,Grocery,Organic,NovaTech,S1891,2025-04-13,9.03,WH-ME-02,True,1.85,4.54
P106568,HomePro Board Games Item 06568,Toys,Board Games,FreshMart,S1597,2024-10-25,31.33,WH-ME-04,True,0.4,4.93
P106569,UrbanWear Cookware Item 06569,Home & Kitchen,Cookware,FreshMart,S1342,2024-11-30,10.61,WH-EU-02,True,7.15,3.09
P106570,Toyverse Outdoor Item 06570,Sports,Outdoor,BookNest,S1172,2023-04-22,13.34,WH-EU-01,True,2.71,4.59
P106571,FitPeak Furniture Item 06571,Home & Kitchen,Furniture,EcoLine,S1777,2023-07-15,15.66,WH-AP-01,True,1.01,3.31
P106572,PureGlow Fragrance Item 06572,Beauty,Fragrance,UrbanWear,S1586,2024-05-19,74.4,WH-AP-02,True,1.55,2.62
P106573,EcoLine Tools Item 06573,Beauty,Tools,PureGlow,S1629,2024-09-11,4.94,WH-ME-03,True,9.94,3.0
P106574,UrbanWear Fitness Item 06574,Sports,Fitness,FreshMart,S1576,2023-01-22,35.29,WH-ME-04,True,5.14,4.33
P106575,BookNest Business Item 06575,Books,Business,FitPeak,S1445,2023-04-09,13.43,WH-ME-04,True,2.37,4.09
P106576,Toyverse Skincare Item 06576,Beauty,Skincare,Astra,S1525,2023-09-13,19.47,WH-AP-04,True,8.5,4.73
P106577,Astra Skincare Item 06577,Beauty,Skincare,HomePro,S1756,2025-01-29,27.24,WH-NA-03,True,0.96,2.59
P106578,CloudNine Laptops Item 06578,Electronics,Laptops,Toyverse,S1208,2025-04-20,31.16,WH-AP-01,True,0.91,4.07
P106579,Zenith Board Games Item 06579,Toys,Board Games,CloudNine,S1171,2023-08-15,18.77,WH-ME-04,False,1.37,3.7
P106580,UrbanWear Action Figures Item 06580,Toys,Action Figures,CloudNine,S1721,2023-06-08,16.64,WH-EU-02,True,0.97,4.67
P106581,PureGlow Women Clothing Item 06581,Fashion,Women Clothing,FreshMart,S1462,2023-12-08,18.39,WH-ME-01,False,2.44,2.57
P106582,NovaTech Tools Item 06582,Beauty,Tools,BookNest,S1683,2024-01-22,40.35,WH-AP-01,True,1.23,3.55
P106583,EcoLine Smartphones Item 06583,Electronics,Smartphones,NovaTech,S1034,2024-08-25,22.58,WH-LA-04,True,1.71,4.13
P106584,FreshMart Cameras Item 06584,Electronics,Cameras,FreshMart,S1441,2023-10-30,21.02,WH-AP-01,True,6.21,3.53
P106585,UrbanWear Headphones Item 06585,Electronics,Headphones,CloudNine,S1157,2024-09-24,33.38,WH-AP-02,True,4.66,2.62
P106586,Toyverse Cycling Item 06586,Sports,Cycling,FreshMart,S1584,2023-08-28,40.19,WH-EU-03,True,1.49,4.89
P106587,FitPeak Breakfast Item 06587,Grocery,Breakfast,EcoLine,S1371,2023-06-12,24.73,WH-ME-01,True,0.86,3.7
P106588,BookNest Cleaning Item 06588,Home & Kitchen,Cleaning,Astra,S1805,2025-01-14,17.47,WH-LA-04,True,0.68,3.85
P106589,UrbanWear Wearables Item 06589,Electronics,Wearables,Toyverse,S1099,2023-02-20,9.6,WH-AP-02,True,2.34,3.55
P106590,Zenith Cycling Item 06590,Sports,Cycling,FreshMart,S1110,2024-11-08,16.19,WH-NA-01,True,2.19,2.54
P106591,Toyverse Cycling Item 06591,Sports,Cycling,UrbanWear,S1732,2023-12-07,93.26,WH-ME-01,True,1.0,4.78
P106592,EcoLine Action Figures Item 06592,Toys,Action Figures,PureGlow,S1261,2024-09-01,37.81,WH-AP-04,True,1.92,3.13
P106593,FreshMart Makeup Item 06593,Beauty,Makeup,Toyverse,S1786,2024-02-20,14.13,WH-LA-02,True,2.03,4.62
P106594,HomePro Cameras Item 06594,Electronics,Cameras,FreshMart,S1586,2025-03-10,13.95,WH-NA-01,True,3.83,4.89
P106595,BookNest Comics Item 06595,Books,Comics,FitPeak,S1089,2023-01-04,3.19,WH-LA-02,True,2.02,2.84
P106596,FreshMart Fragrance Item 06596,Beauty,Fragrance,PureGlow,S1757,2023-09-09,12.33,WH-AP-03,True,9.59,4.41
P106597,EcoLine Snacks Item 06597,Grocery,Snacks,FreshMart,S1771,2023-07-19,17.7,WH-LA-02,True,4.23,3.81
P106598,PureGlow Fragrance Item 06598,Beauty,Fragrance,UrbanWear,S1834,2023-10-21,21.03,WH-ME-01,True,8.21,4.15
P106599,EcoLine Fiction Item 06599,Books,Fiction,BookNest,S1520,2025-03-18,26.86,WH-ME-03,True,4.35,3.2
P106600,Astra Tools Item 06600,Beauty,Tools,BookNest,S1161,2024-01-25,23.56,WH-ME-03,True,3.1,3.22
P106601,UrbanWear Laptops Item 06601,Electronics,Laptops,Astra,S1523,2024-07-17,47.99,WH-LA-03,True,3.2,2.53
P106602,BookNest Dolls Item 06602,Toys,Dolls,EcoLine,S1655,2024-03-01,26.6,WH-EU-02,True,2.44,4.83
P106603,PureGlow Outdoor Item 06603,Sports,Outdoor,UrbanWear,S1366,2025-01-08,23.27,WH-ME-01,True,4.35,2.76
P106604,FitPeak Puzzles Item 06604,Toys,Puzzles,HomePro,S1114,2023-09-23,16.3,WH-EU-02,True,4.16,3.9
P106605,BookNest Furniture Item 06605,Home & Kitchen,Furniture,Astra,S1842,2023-01-08,15.56,WH-EU-04,True,1.74,3.01
P106606,Astra Snacks Item 06606,Grocery,Snacks,FreshMart,S1559,2023-10-02,8.84,WH-NA-02,False,2.85,4.55
P106607,PureGlow Haircare Item 06607,Beauty,Haircare,BookNest,S1636,2024-03-04,316.49,WH-ME-02,True,4.68,4.08
P106608,Astra Action Figures Item 06608,Toys,Action Figures,PureGlow,S1601,2025-02-05,26.54,WH-NA-02,True,1.6,3.95
P106609,BookNest Fragrance Item 06609,Beauty,Fragrance,PureGlow,S1451,2024-01-20,7.42,WH-ME-01,True,5.14,3.17
P106610,CloudNine Organic Item 06610,Grocery,Organic,EcoLine,S1125,2025-01-26,23.77,WH-NA-03,True,0.58,4.41
P106611,HomePro STEM Toys Item 06611,Toys,STEM Toys,HomePro,S1118,2023-05-08,39.99,WH-ME-03,True,1.39,3.98
P106612,CloudNine Laptops Item 06612,Electronics,Laptops,EcoLine,S1835,2024-03-03,12.81,WH-AP-01,True,5.93,3.41
P106613,FreshMart Business Item 06613,Books,Business,BookNest,S1727,2024-08-02,32.34,WH-LA-01,True,1.8,2.72
P106614,Zenith Decor Item 06614,Home & Kitchen,Decor,Astra,S1043,2025-03-16,52.86,WH-ME-02,True,2.95,4.85
P106615,FreshMart Furniture Item 06615,Home & Kitchen,Furniture,EcoLine,S1226,2024-10-30,19.97,WH-EU-03,True,0.26,3.99
P106616,HomePro Haircare Item 06616,Beauty,Haircare,FreshMart,S1425,2024-01-30,19.87,WH-AP-01,False,0.9,3.86
P106617,UrbanWear Smartphones Item 06617,Electronics,Smartphones,FreshMart,S1321,2024-08-01,68.18,WH-ME-03,True,2.14,4.88
P106618,HomePro Smartphones Item 06618,Electronics,Smartphones,EcoLine,S1346,2023-02-15,7.63,WH-AP-04,True,0.59,2.57
P106619,Astra Tools Item 06619,Beauty,Tools,NovaTech,S1896,2023-05-12,50.47,WH-NA-01,True,2.51,4.42
P106620,PureGlow Storage Item 06620,Home & Kitchen,Storage,FitPeak,S1876,2024-11-26,33.26,WH-AP-03,True,3.61,2.9
P106621,NovaTech Decor Item 06621,Home & Kitchen,Decor,FitPeak,S1572,2023-10-25,12.42,WH-NA-02,True,2.44,2.84
P106622,EcoLine STEM Toys Item 06622,Toys,STEM Toys,PureGlow,S1622,2024-01-11,20.01,WH-LA-03,True,3.01,2.66
P106623,BookNest Storage Item 06623,Home & Kitchen,Storage,Zenith,S1803,2023-12-08,54.9,WH-ME-04,True,0.34,4.76
P106624,FitPeak Cameras Item 06624,Electronics,Cameras,NovaTech,S1589,2023-06-30,17.03,WH-NA-04,True,5.9,3.55
P106625,BookNest Tools Item 06625,Beauty,Tools,FreshMart,S1448,2024-08-13,95.54,WH-NA-03,True,3.79,2.97
P106626,NovaTech Action Figures Item 06626,Toys,Action Figures,Toyverse,S1007,2025-03-28,21.3,WH-LA-02,True,6.67,2.76
P106627,EcoLine Cameras Item 06627,Electronics,Cameras,HomePro,S1611,2024-12-08,35.45,WH-EU-03,True,1.38,3.19
P106628,CloudNine Accessories Item 06628,Fashion,Accessories,FitPeak,S1017,2024-02-25,12.32,WH-AP-04,True,3.93,3.45
P106629,BookNest Decor Item 06629,Home & Kitchen,Decor,NovaTech,S1157,2025-03-07,65.67,WH-LA-03,True,5.63,2.94
P106630,HomePro Makeup Item 06630,Beauty,Makeup,NovaTech,S1780,2025-01-12,23.68,WH-EU-03,True,2.0,4.11
P106631,FitPeak Yoga Item 06631,Sports,Yoga,HomePro,S1138,2025-01-08,107.2,WH-NA-02,True,5.04,4.97
P106632,Zenith Fitness Item 06632,Sports,Fitness,Astra,S1846,2024-11-29,39.36,WH-EU-03,True,2.58,4.59
P106633,Toyverse Snacks Item 06633,Grocery,Snacks,Toyverse,S1371,2023-07-30,12.35,WH-LA-01,True,1.29,4.89
