event_id,event_time,customer_id,session_id,event_type,product_id,device_type,traffic_channel,region,quantity,user_agent_family,ingestion_time
E000037030,2025-10-06 14:15:16,C105949,SESS44814154,add_to_cart,P101372,desktop,organic,Middle East,1,Chrome,2025-10-06 14:17:16
E000037031,2025-12-22 10:45:48,C124107,SESS57811890,add_to_cart,P110602,mobile,organic,North America,1,Safari,2025-12-22 10:45:48
E000037032,2026-02-23 14:07:12,C105074,SESS52074275,product_view,P106355,desktop,email,Europe,2,Firefox,2026-02-23 14:09:12
E000037033,2026-01-06 10:48:01,C103292,SESS44303940,page_view,P108884,desktop,organic,North America,2,Chrome,2026-01-06 10:54:01
E000037034,2025-11-07 21:51:40,C113526,SESS51487089,checkout_start,P103251,desktop,direct,Europe,3,Chrome,2025-11-07 21:55:40
E000037035,2026-02-14 14:27:10,C119718,SESS70362881,checkout_start,P109238,mobile,organic,Asia Pacific,1,Chrome,2026-02-14 14:31:10
E000037036,2025-11-19 11:25:41,C110296,SESS48729099,purchase_click,P100087,desktop,organic,Latin America,2,Chrome,2025-11-19 11:28:41
E000037037,2025-11-03 18:42:11,C118081,SESS20152210,purchase_click,P103645,desktop,email,Europe,3,Chrome,2025-11-03 18:43:11
E000037038,2026-03-23 14:01:27,C109324,SESS64700543,search,P103829,mobile,paid_search,North America,1,Firefox,2026-03-23 14:09:27
E000037039,2025-10-14 15:55:18,C116794,SESS27503692,purchase_click,P110184,desktop,organic,Europe,2,Amazon_App,2025-10-14 15:55:18
E000037040,2026-03-08 08:14:11,C105420,SESS39133446,product_view,P104981,mobile,organic,Europe,2,Safari,2026-03-08 08:20:11
E000037041,2025-11-21 04:34:26,C114434,SESS21407064,search,P100829,desktop,organic,Europe,1,Amazon_App,2025-11-21 04:34:26
E000037042,2025-11-07 18:41:48,C106420,SESS29096636,checkout_start,P100832,mobile,organic,Europe,1,Edge,2025-11-07 18:49:48
E000037043,2025-10-23 13:45:25,C121493,SESS40987103,add_to_cart,P100017,desktop,paid_search,Middle East,1,Edge,2025-10-23 13:50:25
E000037044,2025-11-15 02:43:22,C109102,SESS30932347,product_view,P101603,mobile,social,North America,1,Chrome,2025-11-15 02:45:22
E000037045,2026-01-09 00:05:02,C108695,SESS79126138,page_view,P100758,mobile,paid_search,Latin America,1,Safari,2026-01-09 00:06:02
E000037046,2025-12-08 13:07:47,C119916,SESS35212794,page_view,P106779,desktop,paid_search,Europe,1,Firefox,2025-12-08 13:18:47
E000037047,2026-01-12 03:54:24,C101707,SESS52031325,product_view,P103912,mobile,organic,Middle East,1,Edge,2026-01-12 03:54:24
E000037048,2025-12-23 12:01:09,C110469,SESS59848892,page_view,P105047,mobile,social,Middle East,1,Chrome,2025-12-23 12:01:09
E000037049,2025-10-12 00:39:41,C122804,SESS44505135,page_view,P104474,desktop,organic,Europe,2,Edge,2025-10-12 00:40:41
E000037050,2025-10-22 11:28:05,C118011,SESS77084438,checkout_start,P109715,mobile,affiliate,Asia Pacific,1,Edge,2025-10-22 11:31:05
E000037051,2026-01-11 13:19:02,C120647,SESS46223543,product_view,P111009,mobile,direct,North America,1,Chrome,2026-01-11 13:32:02
E000037052,2026-02-02 00:40:00,C111555,SESS89037525,product_view,P108390,mobile,organic,Asia Pacific,1,Chrome,2026-02-02 00:42:00
E000037053,2025-10-17 18:31:28,C122158,SESS62561878,search,P102549,desktop,email,Latin America,1,Chrome,2025-10-17 18:40:28
E000037054,2026-01-23 19:18:56,C111709,SESS58261791,product_view,P105716,mobile,paid_search,Europe,1,Chrome,2026-01-23 19:20:56
E000037055,2026-02-21 16:00:51,C112508,SESS38230870,product_view,P101792,mobile,organic,Asia Pacific,1,Amazon_App,2026-02-21 16:00:51
E000037056,2025-12-07 05:26:06,C120533,SESS39898150,product_view,P108744,desktop,organic,Latin America,4,Amazon_App,2025-12-07 05:28:06
E000037057,2025-12-24 18:41:56,C102095,SESS47720547,product_view,P109434,mobile,organic,Asia Pacific,1,Safari,2025-12-24 18:42:56
E000037058,2025-10-03 20:46:33,C124840,SESS15677525,checkout_start,P103276,mobile,email,North America,2,Safari,2025-10-03 20:56:33
E000037059,2025-11-04 11:43:22,C105428,SESS52379048,search,P100675,desktop,email,Latin America,1,Firefox,2025-11-04 11:44:22
E000037060,2026-02-12 05:38:34,C117553,SESS89500207,checkout_start,P101568,mobile,email,Asia Pacific,3,Firefox,2026-02-12 05:42:34
E000037061,2026-02-09 09:43:11,C123638,SESS21555487,search,P103363,tablet,affiliate,Europe,3,Safari,2026-02-09 09:43:11
E000037062,2025-10-06 07:14:01,C107490,SESS78195023,checkout_start,P102339,desktop,organic,Asia Pacific,1,Edge,2025-10-06 07:16:01
E000037063,2025-12-07 15:35:41,C102374,SESS40665327,add_to_cart,P110834,mobile,paid_search,Europe,1,Safari,2025-12-07 15:38:41
E000037064,2025-10-27 08:38:33,C114331,SESS18343017,page_view,P106432,desktop,organic,Latin America,4,Edge,2025-10-27 08:38:33
E000037065,2025-11-28 06:22:24,C123458,SESS40305399,page_view,P109796,mobile,social,North America,1,Safari,2025-11-28 06:22:24
E000037066,2026-01-26 11:26:46,C112704,SESS81425327,page_view,P106431,mobile,paid_search,Asia Pacific,3,Safari,2026-01-26 11:26:46
E000037067,2026-01-14 07:45:01,C112264,SESS51790471,purchase_click,P111851,tablet,affiliate,Middle East,2,Chrome,2026-01-14 07:47:01
E000037068,2025-12-23 18:13:53,C102232,SESS85866415,product_view,P103308,mobile,affiliate,North America,1,Safari,2025-12-23 18:20:53
E000037069,2026-03-19 09:11:01,C115625,SESS45342931,page_view,P100389,desktop,email,Middle East,3,Safari,2026-03-19 09:11:01
E000037070,2025-11-09 07:08:40,C114226,SESS65219459,add_to_cart,P103973,desktop,organic,Latin America,3,Chrome,2025-11-09 07:08:40
E000037071,2025-12-07 01:42:09,C122040,SESS69865449,remove_from_cart,P100777,mobile,social,North America,2,Chrome,2025-12-07 01:42:09
E000037072,2025-11-28 19:02:18,C115646,SESS22798470,add_to_cart,P104131,desktop,paid_search,Latin America,2,Edge,2025-11-28 19:07:18
E000037073,2025-12-02 04:46:20,C120272,SESS42312338,search,P106078,desktop,email,Middle East,1,Chrome,2025-12-02 04:51:20
E000037074,2025-11-22 20:57:26,C100949,SESS43653338,search,P106727,desktop,email,North America,1,Chrome,2025-11-22 20:58:26
E000037075,2025-10-22 08:45:14,C118506,SESS29130787,product_view,P105479,mobile,affiliate,North America,1,Safari,2025-10-22 08:46:14
E000037076,2025-10-28 00:49:23,C100847,SESS13925644,search,P107378,mobile,social,Latin America,1,Chrome,2025-10-28 01:01:23
E000037077,2025-12-26 09:53:39,C121423,SESS43686792,checkout_start,P107182,desktop,paid_search,Latin America,1,Safari,2025-12-26 09:56:39
E000037078,2025-10-26 23:15:20,C107022,SESS62908081,search,P102012,mobile,direct,Europe,1,Chrome,2025-10-26 23:16:20
E000037079,2026-01-13 13:19:08,C108235,SESS99681746,page_view,P106565,mobile,affiliate,Asia Pacific,1,Amazon_App,2026-01-13 13:19:08
E000037080,2026-02-02 12:11:30,C106333,SESS97425399,search,P100992,desktop,social,North America,1,Amazon_App,2026-02-02 12:18:30
E000037081,2025-12-21 04:02:20,C109113,SESS83352968,search,P109282,mobile,email,Asia Pacific,1,Edge,2025-12-21 04:02:20
E000037082,2025-12-14 20:21:19,C100720,SESS62267185,product_view,P105480,mobile,organic,Middle East,1,Edge,2025-12-14 20:28:19
E000037083,2025-10-17 22:43:39,C110047,SESS89852889,product_view,P101949,tablet,email,North America,3,Safari,2025-10-17 22:44:39
E000037084,2026-02-03 06:34:02,C108459,SESS99997561,page_view,P109584,desktop,paid_search,Europe,1,Chrome,2026-02-03 06:37:02
E000037085,2026-03-12 10:51:08,C103902,SESS24151118,search,P110194,mobile,organic,Europe,1,Chrome,2026-03-12 10:55:08
E000037086,2026-02-20 23:57:05,C118802,SESS95952973,product_view,P106534,mobile,paid_search,Latin America,1,Amazon_App,2026-02-20 23:57:05
E000037087,2025-12-28 11:20:40,C117996,SESS83249700,product_view,P106032,mobile,social,Asia Pacific,1,Safari,2025-12-28 11:20:40
E000037088,2025-11-17 21:51:55,C121106,SESS71528911,search,P111347,desktop,email,Latin America,1,Amazon_App,2025-11-17 21:56:55
E000037089,2026-03-03 18:39:13,C121413,SESS47813427,purchase_click,P110845,desktop,social,Latin America,1,Firefox,2026-03-03 18:42:13
E000037090,2025-11-06 06:15:12,C109012,SESS13041250,page_view,P110255,tablet,organic,Middle East,1,Edge,2025-11-06 06:17:12
E000037091,2026-03-29 18:45:05,C103803,SESS59234202,checkout_start,P110218,desktop,direct,Latin America,1,Safari,2026-03-29 18:50:05
E000037092,2025-10-29 23:13:34,C123775,SESS67214074,product_view,P100954,desktop,social,Europe,1,Chrome,2025-10-29 23:21:34
E000037093,2025-12-29 23:21:01,C124534,SESS10530180,page_view,P101276,desktop,organic,Europe,1,Amazon_App,2025-12-29 23:23:01
E000037094,2025-12-07 22:58:09,C123129,SESS24173486,product_view,P111906,desktop,organic,Europe,1,Chrome,2025-12-07 23:01:09
E000037095,2025-12-23 06:09:43,C103767,SESS31972936,product_view,P109337,desktop,direct,North America,1,Amazon_App,2025-12-23 06:11:43
E000037096,2025-12-10 05:09:12,C110446,SESS43209966,page_view,P107090,mobile,direct,Europe,1,Chrome,2025-12-10 05:13:12
E000037097,2026-03-03 06:31:18,C124129,SESS29433884,search,P111233,mobile,direct,Latin America,4,Chrome,2026-03-03 06:31:18
E000037098,2026-02-23 06:36:01,C112979,SESS44118076,page_view,P105423,desktop,organic,Middle East,1,Chrome,2026-02-23 06:38:01
E000037099,2025-12-10 05:31:39,C102209,SESS11177943,add_to_cart,P102187,mobile,organic,Latin America,1,Chrome,2025-12-10 05:31:39
E000037100,2025-11-29 18:03:01,C124137,SESS78383869,checkout_start,P107723,desktop,paid_search,Asia Pacific,1,Amazon_App,2025-11-29 18:09:01
E000037101,2026-03-21 13:33:37,C115615,SESS40239100,page_view,P104515,mobile,organic,Middle East,1,Amazon_App,2026-03-21 13:35:37
E000037102,2026-03-02 07:00:30,C120363,SESS91821933,search,P101415,desktop,paid_search,Asia Pacific,5,Safari,2026-03-02 07:02:30
E000037103,2025-11-24 05:52:55,C106499,SESS67455471,product_view,P102508,desktop,organic,Europe,2,Chrome,2025-11-24 05:52:55
E000037104,2026-02-14 10:53:25,C100765,SESS38791851,search,P102335,mobile,direct,Middle East,1,Chrome,2026-02-14 10:55:25
E000037105,2026-01-19 16:07:45,C101052,SESS34643992,add_to_cart,P104892,mobile,email,North America,3,Firefox,2026-01-19 16:07:45
E000037106,2026-02-15 11:55:05,C106429,SESS37026255,search,P103179,desktop,affiliate,Middle East,1,Chrome,2026-02-15 12:09:05
E000037107,2025-12-22 11:53:57,C104199,SESS77588851,search,P102946,mobile,direct,Asia Pacific,2,Amazon_App,2025-12-22 11:53:57
E000037108,2025-12-13 12:59:24,C113002,SESS48808779,product_view,P106046,desktop,social,North America,3,Safari,2025-12-13 13:01:24
E000037109,2026-03-06 21:03:06,C100791,SESS56604405,search,P109902,mobile,affiliate,Asia Pacific,2,Safari,2026-03-06 21:05:06
E000037110,2025-12-31 10:43:25,C109571,SESS62198426,product_view,P110453,desktop,email,Latin America,1,Amazon_App,2025-12-31 10:45:25
E000037111,2026-03-29 17:54:37,C102637,SESS76496314,product_view,P109358,desktop,organic,Latin America,1,Chrome,2026-03-29 18:00:37
E000037112,2026-03-22 08:04:26,C119081,SESS43934433,add_to_cart,P103665,mobile,paid_search,Latin America,2,Chrome,2026-03-22 08:06:26
E000037113,2025-11-30 17:06:13,C124765,SESS63950816,product_view,P107126,mobile,direct,Latin America,5,Chrome,2025-11-30 17:21:13
E000037114,2025-10-09 14:05:03,C120005,SESS70880226,page_view,P100595,tablet,paid_search,Asia Pacific,1,Safari,2025-10-09 14:06:03
E000037115,2026-03-29 17:14:11,C103924,SESS87167492,search,P104275,desktop,paid_search,Middle East,1,Safari,2026-03-29 17:15:11
E000037116,2025-10-01 02:44:30,C120422,SESS63457721,page_view,P103394,mobile,organic,North America,1,Firefox,2025-10-01 02:44:30
E000037117,2025-11-19 13:53:25,C100960,SESS19438342,product_view,P102983,mobile,affiliate,Latin America,1,Safari,2025-11-19 14:01:25
E000037118,2026-03-17 19:39:21,C114571,SESS21199887,product_view,P103591,mobile,affiliate,Europe,1,Chrome,2026-03-17 19:40:21
E000037119,2026-01-08 21:50:51,C104653,SESS52536777,checkout_start,P100382,mobile,organic,Middle East,2,Edge,2026-01-08 21:50:51
E000037120,2025-12-01 11:18:54,C115835,SESS39544623,search,P106500,mobile,affiliate,Asia Pacific,1,Amazon_App,2025-12-01 11:18:54
E000037121,2026-03-08 17:47:24,C118825,SESS69178342,checkout_start,P107753,mobile,organic,Middle East,1,Chrome,2026-03-08 17:49:24
E000037122,2026-02-15 10:57:44,C123627,SESS21665466,page_view,P109580,desktop,organic,North America,1,Chrome,2026-02-15 10:59:44
E000037123,2026-02-10 08:29:30,C106296,SESS34962936,page_view,P111039,mobile,direct,Latin America,1,Firefox,2026-02-10 08:31:30
E000037124,2025-12-13 13:02:40,C111741,SESS44426656,product_view,P107601,mobile,paid_search,Asia Pacific,4,Safari,2025-12-13 13:03:40
E000037125,2026-02-17 12:45:52,C115207,SESS58288356,add_to_cart,P102305,mobile,organic,North America,1,Amazon_App,2026-02-17 12:50:52
E000037126,2026-03-09 05:34:14,C115056,SESS13563811,purchase_click,P102362,desktop,direct,Latin America,2,Edge,2026-03-09 05:34:14
E000037127,2026-03-30 11:58:15,C115264,SESS23455562,page_view,P102538,mobile,organic,Latin America,1,Firefox,2026-03-30 11:59:15
E000037128,2025-11-13 01:26:26,C104859,SESS22644092,page_view,P105870,mobile,organic,Europe,2,Chrome,2025-11-13 01:28:26
E000037129,2025-12-13 12:19:36,C122266,SESS44418800,search,P109888,mobile,direct,North America,1,Amazon_App,2025-12-13 12:19:36
E000037130,2026-02-13 19:40:57,C120913,SESS61273079,add_to_cart,P111310,mobile,organic,Latin America,1,Safari,2026-02-13 19:42:57
E000037131,2026-01-02 18:59:14,C122600,SESS83427156,product_view,P105061,mobile,paid_search,Europe,1,Safari,2026-01-02 19:02:14
E000037132,2025-10-10 21:05:49,C108667,SESS48551372,product_view,P110875,mobile,organic,Europe,1,Firefox,2025-10-10 21:11:49
E000037133,2026-01-26 00:30:46,C107902,SESS77307289,product_view,P105439,tablet,organic,Latin America,1,Firefox,2026-01-26 00:41:46
E000037134,2025-10-25 04:29:06,C112439,SESS91103595,page_view,P107304,desktop,email,North America,2,Amazon_App,2025-10-25 04:29:06
E000037135,2025-11-01 04:42:13,C119651,SESS83459516,product_view,P105572,desktop,organic,Middle East,1,Edge,2025-11-01 04:46:13
E000037136,2025-11-18 13:06:21,C124195,SESS77770525,search,P108012,mobile,paid_search,Middle East,2,Chrome,2025-11-18 13:07:21
E000037137,2025-10-10 15:50:57,C108110,SESS75031974,product_view,P101114,mobile,organic,North America,4,Chrome,2025-10-10 15:51:57
E000037138,2026-03-26 10:58:09,C104424,SESS53439955,page_view,P102717,mobile,paid_search,Europe,1,Firefox,2026-03-26 11:01:09
E000037139,2026-01-07 15:11:03,C101736,SESS95347630,purchase_click,P107295,mobile,organic,North America,1,Safari,2026-01-07 15:11:03
E000037140,2026-03-03 10:53:11,C104671,SESS58355568,product_view,P111212,mobile,direct,Latin America,1,Amazon_App,2026-03-03 10:53:11
E000037141,2026-02-28 15:14:43,C119323,SESS24534275,page_view,P106174,mobile,organic,Middle East,2,Chrome,2026-02-28 15:15:43
E000037142,2026-02-18 22:14:28,C101412,SESS61223666,add_to_cart,P108778,mobile,email,Europe,1,Edge,2026-02-18 22:16:28
E000037143,2026-03-14 17:16:43,C100328,SESS85735972,add_to_cart,P111245,mobile,social,Middle East,2,Safari,2026-03-14 17:19:43
E000037144,2026-03-17 07:49:42,C120121,SESS91173998,page_view,P105394,desktop,organic,North America,1,Chrome,2026-03-17 08:06:42
E000037145,2025-12-05 12:25:36,C120048,SESS66098101,purchase_click,P107055,desktop,organic,Europe,1,Amazon_App,2025-12-05 12:25:36
E000037146,2025-11-17 08:13:31,C115320,SESS55148362,page_view,P110904,mobile,paid_search,Asia Pacific,1,Chrome,2025-11-17 08:13:31
E000037147,2025-11-13 22:45:50,C111958,SESS90782069,remove_from_cart,P110666,mobile,paid_search,Europe,1,Chrome,2025-11-13 22:52:50
E000037148,2026-02-24 00:40:42,C114207,SESS20557929,product_view,P107248,desktop,paid_search,Asia Pacific,2,Safari,2026-02-24 00:45:42
E000037149,2026-02-25 19:16:42,C110768,SESS10939441,product_view,P102740,mobile,direct,North America,2,Edge,2026-02-25 19:19:42
E000037150,2026-01-02 07:29:07,C108819,SESS70955873,page_view,P100464,desktop,direct,North America,3,Safari,2026-01-02 07:30:07
E000037151,2025-10-31 11:52:44,C124735,SESS74944163,checkout_start,P111513,desktop,organic,Middle East,1,Safari,2025-10-31 11:55:44
E000037152,2026-01-26 01:18:13,C111559,SESS80276367,page_view,P105981,mobile,social,North America,1,Chrome,2026-01-26 01:28:13
E000037153,2025-10-07 03:08:06,C115696,SESS94331102,add_to_cart,P110150,mobile,organic,Asia Pacific,2,Chrome,2025-10-07 03:11:06
E000037154,2025-12-19 16:41:07,C122348,SESS92460500,product_view,P105876,desktop,organic,Latin America,2,Edge,2025-12-19 16:44:07
E000037155,2025-11-05 22:21:40,C116367,SESS67400638,product_view,P109461,mobile,paid_search,Middle East,5,Chrome,2025-11-05 22:23:40
E000037156,2025-11-09 03:22:48,C106481,SESS85264965,add_to_cart,P107218,desktop,organic,Latin America,2,Safari,2025-11-09 03:38:48
E000037157,2025-11-03 06:48:09,C122441,SESS55455727,page_view,P105058,mobile,organic,Middle East,1,Amazon_App,2025-11-03 06:51:09
E000037158,2025-12-21 09:49:27,C117123,SESS64940925,page_view,P105283,desktop,affiliate,Europe,2,Amazon_App,2025-12-21 09:58:27
E000037159,2025-10-15 21:39:59,C119978,SESS39865511,page_view,P103208,mobile,paid_search,Latin America,4,Chrome,2025-10-15 21:44:59
E000037160,2026-02-12 05:36:30,C124494,SESS13805520,add_to_cart,P101117,mobile,direct,Europe,2,Safari,2026-02-12 05:38:30
E000037161,2026-02-14 17:43:48,C121734,SESS58236573,page_view,P108309,tablet,organic,Asia Pacific,1,Amazon_App,2026-02-14 17:50:48
E000037162,2025-10-13 17:36:52,C101055,SESS67036404,product_view,P106013,desktop,organic,North America,1,Firefox,2025-10-13 17:47:52
E000037163,2025-11-10 15:38:08,C109147,SESS24740171,product_view,P102259,mobile,paid_search,Asia Pacific,3,Amazon_App,2025-11-10 15:47:08
E000037164,2025-10-26 11:16:22,C119113,SESS73522554,search,P103149,mobile,affiliate,Latin America,1,Safari,2025-10-26 11:29:22
E000037165,2026-02-26 03:56:17,C116211,SESS77346216,remove_from_cart,P103592,mobile,direct,Middle East,1,Safari,2026-02-26 03:57:17
E000037166,2025-11-12 20:22:52,C106405,SESS54638740,checkout_start,P111973,mobile,paid_search,Europe,1,Chrome,2025-11-12 20:31:52
E000037167,2025-12-03 21:02:30,C104111,SESS92671189,checkout_start,P108595,mobile,organic,Asia Pacific,1,Firefox,2025-12-03 21:07:30
E000037168,2025-12-18 23:08:24,C120402,SESS16975927,product_view,P104424,mobile,social,Europe,2,Chrome,2025-12-18 23:11:24
E000037169,2025-12-15 08:43:39,C114010,SESS46585579,page_view,P103862,desktop,organic,Latin America,1,Chrome,2025-12-15 08:43:39
E000037170,2026-03-07 14:13:57,C124708,SESS76991244,page_view,P104167,desktop,email,Middle East,1,Safari,2026-03-07 14:21:57
E000037171,2025-10-10 17:00:41,C104117,SESS57079444,checkout_start,P102855,mobile,direct,Europe,2,Edge,2025-10-10 17:06:41
E000037172,2026-01-18 01:42:30,C122614,SESS89866027,add_to_cart,P110324,mobile,affiliate,Latin America,1,Firefox,2026-01-18 01:42:30
E000037173,2026-01-28 06:45:16,C118207,SESS73528534,add_to_cart,P111873,mobile,social,Europe,2,Safari,2026-01-28 06:51:16
E000037174,2026-02-25 14:54:38,C114321,SESS22285925,page_view,P102772,mobile,organic,Middle East,1,Firefox,2026-02-25 15:18:38
E000037175,2026-03-22 03:10:40,C118457,SESS67819903,purchase_click,P110476,desktop,organic,Middle East,1,Chrome,2026-03-22 03:20:40
E000037176,2025-11-26 20:54:12,C107475,SESS63936519,page_view,P105225,mobile,organic,Asia Pacific,3,Safari,2025-11-26 20:57:12
E000037177,2025-11-12 07:07:40,C110608,SESS37655047,product_view,P107527,tablet,email,Latin America,2,Safari,2025-11-12 07:08:40
E000037178,2026-01-23 21:37:40,C112559,SESS43862488,search,P106359,mobile,direct,Asia Pacific,1,Safari,2026-01-23 21:37:40
E000037179,2026-03-02 21:39:03,C119754,SESS64178532,search,P107593,mobile,direct,Asia Pacific,1,Safari,2026-03-02 21:43:03
E000037180,2026-02-25 11:06:10,C117914,SESS84391522,page_view,P104115,mobile,email,Asia Pacific,1,Chrome,2026-02-25 11:09:10
E000037181,2026-03-30 12:19:06,C108249,SESS14755152,page_view,P102046,desktop,affiliate,North America,1,Edge,2026-03-30 12:19:06
E000037182,2026-02-02 18:04:02,C106343,SESS49165410,page_view,P108354,mobile,social,Middle East,1,Edge,2026-02-02 18:08:02
E000037183,2025-10-31 07:30:36,C113882,SESS82296882,page_view,P107342,mobile,direct,Latin America,4,Safari,2025-10-31 07:35:36
E000037184,2026-01-16 10:32:30,C104444,SESS38280890,product_view,P101000,mobile,email,Europe,1,Chrome,2026-01-16 10:36:30
E000037185,2026-01-27 02:45:37,C102083,SESS16315496,add_to_cart,P104879,tablet,direct,Middle East,4,Amazon_App,2026-01-27 02:51:37
E000037186,2026-03-29 23:24:18,C101105,SESS33318474,product_view,P102325,mobile,organic,Latin America,1,Edge,2026-03-29 23:25:18
E000037187,2025-10-01 05:10:41,C117166,SESS61682271,checkout_start,P100244,mobile,social,Latin America,5,Amazon_App,2025-10-01 05:13:41
E000037188,2026-02-27 10:28:32,C118821,SESS99578518,search,P109171,desktop,affiliate,Middle East,1,Amazon_App,2026-02-27 10:31:32
E000037189,2025-10-02 07:44:36,C107443,SESS67753590,page_view,P110851,mobile,social,Asia Pacific,1,Amazon_App,2025-10-02 07:54:36
E000037190,2026-01-24 01:39:42,C104407,SESS66904860,page_view,P110651,mobile,organic,Middle East,3,Chrome,2026-01-24 01:44:42
E000037191,2026-03-20 11:06:52,C121516,SESS63426943,purchase_click,P109484,mobile,organic,Europe,1,Amazon_App,2026-03-20 11:10:52
E000037192,2026-02-03 16:55:50,C111838,SESS17734846,add_to_cart,P101577,mobile,social,North America,2,Chrome,2026-02-03 17:00:50
E000037193,2025-10-31 18:20:53,C123989,SESS78092814,product_view,P108963,mobile,direct,Middle East,1,Safari,2025-10-31 18:24:53
E000037194,2026-02-15 02:17:06,C110238,SESS56774011,add_to_cart,P109848,desktop,organic,North America,1,Chrome,2026-02-15 02:28:06
E000037195,2026-01-18 01:10:49,C117007,SESS60727094,page_view,P101500,mobile,organic,Latin America,1,Amazon_App,2026-01-18 01:10:49
E000037196,2025-12-27 17:12:58,C120677,SESS27308376,product_view,P102617,mobile,email,Latin America,1,Chrome,2025-12-27 17:16:58
E000037197,2025-12-31 05:41:16,C121354,SESS46746583,add_to_cart,P100187,desktop,organic,Europe,2,Amazon_App,2025-12-31 05:44:16
E000037198,2025-11-02 22:11:30,C106719,SESS63440304,add_to_cart,P103071,desktop,organic,North America,1,Chrome,2025-11-02 22:20:30
E000037199,2025-10-13 05:37:16,C120975,SESS66866877,page_view,P106387,desktop,direct,Latin America,1,Safari,2025-10-13 05:38:16
E000037200,2026-02-26 18:16:39,C111314,SESS28893915,purchase_click,P107316,desktop,affiliate,Asia Pacific,1,Safari,2026-02-26 18:21:39
E000037201,2026-01-17 19:25:27,C117058,SESS74010228,page_view,P101552,mobile,organic,North America,1,Chrome,2026-01-17 19:33:27
E000037202,2026-02-19 17:52:06,C118933,SESS78445411,product_view,P102900,mobile,organic,Asia Pacific,1,Chrome,2026-02-19 17:52:06
E000037203,2026-01-23 19:48:50,C118574,SESS91140335,product_view,P107331,tablet,social,Europe,3,Safari,2026-01-23 19:49:50
E000037204,2026-03-14 13:41:43,C120427,SESS70237517,search,P109435,mobile,organic,North America,1,Chrome,2026-03-14 13:43:43
E000037205,2026-01-08 21:52:37,C108952,SESS69870331,product_view,P105050,mobile,paid_search,Europe,1,Chrome,2026-01-08 22:00:37
E000037206,2025-10-23 22:03:36,C122622,SESS48728249,page_view,P109025,mobile,affiliate,Europe,1,Safari,2025-10-23 22:06:36
E000037207,2025-10-06 01:28:15,C124673,SESS26570420,purchase_click,P100802,mobile,social,North America,1,Safari,2025-10-06 01:35:15
E000037208,2025-12-27 12:18:56,C113437,SESS13368510,page_view,P107626,mobile,email,North America,3,Amazon_App,2025-12-27 12:18:56
E000037209,2025-12-18 12:43:38,C104865,SESS78110035,product_view,P111139,tablet,direct,Europe,1,Chrome,2025-12-18 12:47:38
E000037210,2026-02-01 07:10:48,C117499,SESS22146476,search,P102848,desktop,direct,North America,2,Chrome,2026-02-01 07:10:48
E000037211,2026-03-18 20:18:48,C103606,SESS28476793,purchase_click,P104984,mobile,paid_search,Middle East,1,Chrome,2026-03-18 20:21:48
E000037212,2025-12-01 07:06:11,C109594,SESS48980522,page_view,P104298,desktop,paid_search,Middle East,1,Safari,2025-12-01 07:11:11
E000037213,2025-12-24 05:27:43,C110941,SESS92937651,checkout_start,P110796,desktop,direct,North America,1,Chrome,2025-12-24 05:32:43
E000037214,2026-03-27 20:13:31,C102373,SESS18393986,page_view,P110536,desktop,social,North America,1,Safari,2026-03-27 20:18:31
E000037215,2026-02-13 22:23:44,C109520,SESS36885515,page_view,P100253,tablet,paid_search,North America,1,Amazon_App,2026-02-13 22:24:44
E000037216,2025-12-30 19:33:31,C119354,SESS82141225,page_view,P100529,desktop,organic,Middle East,1,Chrome,2025-12-30 19:40:31
E000037217,2025-10-24 02:37:24,C105508,SESS50767491,page_view,P111182,mobile,paid_search,Latin America,2,Chrome,2025-10-24 02:38:24
E000037218,2026-01-27 06:45:40,C120905,SESS66514390,product_view,P102541,mobile,paid_search,North America,3,Chrome,2026-01-27 06:48:40
E000037219,2026-03-11 01:25:26,C112044,SESS87812944,checkout_start,P105997,desktop,email,North America,1,Chrome,2026-03-11 01:26:26
E000037220,2025-12-29 17:13:48,C105003,SESS54320031,search,P110559,mobile,paid_search,Middle East,1,Amazon_App,2025-12-29 17:17:48
E000037221,2025-12-26 10:10:38,C122384,SESS13846451,product_view,P105974,tablet,social,North America,3,Chrome,2025-12-26 10:16:38
E000037222,2025-10-08 17:20:04,C105537,SESS32975566,add_to_cart,P111569,mobile,social,Latin America,1,Chrome,2025-10-08 17:20:04
E000037223,2025-10-21 15:22:25,C115313,SESS25536384,add_to_cart,P108147,desktop,social,Middle East,1,Edge,2025-10-21 15:22:25
E000037224,2026-01-12 13:37:19,C112091,SESS14006973,product_view,P104269,desktop,social,Middle East,1,Firefox,2026-01-12 13:39:19
E000037225,2025-10-18 13:48:06,C121658,SESS40125004,search,P101171,mobile,email,Latin America,1,Firefox,2025-10-18 13:49:06
E000037226,2026-02-15 08:46:33,C112085,SESS14795146,page_view,P106059,mobile,direct,Europe,1,Chrome,2026-02-15 08:46:33
E000037227,2025-12-03 16:07:04,C103347,SESS69776811,product_view,P105152,desktop,organic,Europe,1,Safari,2025-12-03 16:07:04
E000037228,2026-02-20 00:46:47,C111393,SESS46976368,add_to_cart,P110295,mobile,email,Middle East,3,Edge,2026-02-20 00:46:47
E000037229,2026-02-01 14:05:14,C119794,SESS89360385,product_view,P111801,desktop,email,Latin America,1,Safari,2026-02-01 14:23:14
