review_id,review_time,customer_id,product_id,rating,review_title,verified_purchase,helpful_votes,sentiment_score,source_file_date,batch_loaded_at
R00013381,2025-12-15 18:02:40,C107764,P100648,5,Needs improvement,True,5,0.682,2025-12-15,2025-12-16 18:02:40
R00013382,2025-12-08 01:25:46,C111991,P101683,5,Good quality,True,1,-0.313,2025-12-08,2025-12-12 01:25:46
R00013383,2025-10-14 05:09:47,C109003,P100099,4,Average item,True,4,0.784,2025-10-14,2025-10-18 05:09:47
R00013384,2026-03-24 01:36:20,C121798,P103150,1,Excellent,False,3,0.6,2026-03-24,2026-03-26 01:36:20
R00013385,2025-12-01 12:00:15,C103378,P107030,4,Average item,True,1,-0.437,2025-12-01,2025-12-06 12:00:15
R00013386,2025-11-15 11:26:34,C116746,P106193,5,Not as expected,True,1,0.428,2025-11-15,2025-11-18 11:26:34
R00013387,2025-11-01 08:09:31,C109680,P102624,4,Needs improvement,True,5,0.212,2025-11-01,2025-11-07 08:09:31
R00013388,2025-12-13 03:21:27,C120731,P103076,5,Would buy again,True,1,0.182,2025-12-13,2025-12-14 03:21:27
R00013389,2025-12-14 04:08:28,C114050,P104492,4,Not as expected,False,0,0.778,2025-12-14,2025-12-20 04:08:28
R00013390,2026-03-08 01:56:16,C100548,P102730,5,Fast shipping,True,2,0.32,2026-03-08,2026-03-14 01:56:16
R00013391,2026-01-03 18:04:35,C108740,P108602,4,Excellent,True,1,0.689,2026-01-03,2026-01-09 18:04:35
R00013392,2026-02-02 09:01:47,C100642,P109424,4,Great value,True,6,0.973,2026-02-02,2026-02-04 09:01:47
R00013393,2026-03-24 06:24:12,C122143,P104197,4,Great value,True,3,1.0,2026-03-24,2026-03-25 06:24:12
R00013394,2025-10-19 22:34:15,C107883,P103904,5,Great value,True,3,0.165,2025-10-19,2025-10-22 22:34:15
R00013395,2026-03-25 01:30:42,C111081,P105397,3,Average item,True,4,0.171,2026-03-25,2026-03-28 01:30:42
R00013396,2026-01-05 17:28:38,C113763,P106601,4,Average item,True,1,0.428,2026-01-05,2026-01-10 17:28:38
R00013397,2026-03-04 06:19:51,C122636,P108922,2,Average item,True,6,0.937,2026-03-04,2026-03-08 06:19:51
R00013398,2026-02-02 09:02:52,C120643,P110505,1,Would buy again,True,3,0.744,2026-02-02,2026-02-05 09:02:52
R00013399,2026-02-08 05:00:04,C119256,P102184,1,Average item,True,2,0.509,2026-02-08,2026-02-10 05:00:04
R00013400,2026-02-13 10:46:49,C120976,P102569,5,Not as expected,True,1,0.914,2026-02-13,2026-02-17 10:46:49
R00013401,2025-11-25 02:43:54,C119800,P106715,4,Excellent,True,2,0.206,2025-11-25,2025-11-28 02:43:54
R00013402,2025-12-24 04:26:13,C101377,P111129,4,Excellent,True,1,0.389,2025-12-24,2025-12-30 04:26:13
R00013403,2026-03-19 12:03:34,C117241,P100202,4,Good quality,True,2,0.209,2026-03-19,2026-03-24 12:03:34
R00013404,2025-12-19 10:28:07,C120369,P108789,4,Would buy again,True,2,0.145,2025-12-19,2025-12-20 10:28:07
R00013405,2026-02-05 09:47:23,C106599,P111326,4,Great value,False,3,1.0,2026-02-05,2026-02-07 09:47:23
R00013406,2026-02-23 00:37:18,C121307,P110202,4,Great value,False,2,0.475,2026-02-23,2026-03-01 00:37:18
R00013407,2026-03-21 13:04:44,C118885,P109426,4,Good quality,True,1,0.548,2026-03-21,2026-03-24 13:04:44
R00013408,2026-02-04 02:04:02,C114952,P101999,5,Fast shipping,False,1,0.326,2026-02-04,2026-02-10 02:04:02
R00013409,2025-11-15 19:23:46,C103647,P109487,3,Fast shipping,True,3,0.275,2025-11-15,2025-11-19 19:23:46
R00013410,2026-03-30 02:55:44,C118165,P104655,5,Not as expected,True,3,1.0,2026-03-30,2026-04-04 02:55:44
R00013411,2026-02-25 04:05:44,C104688,P104995,3,Fast shipping,False,4,0.851,2026-02-25,2026-02-26 04:05:44
R00013412,2025-11-16 06:11:13,C106540,P106892,4,Average item,True,2,0.506,2025-11-16,2025-11-21 06:11:13
R00013413,2026-01-28 14:55:29,C107306,P111400,5,Good quality,True,1,-0.019,2026-01-28,2026-01-29 14:55:29
R00013414,2025-11-29 17:55:39,C122996,P100353,3,Excellent,True,2,0.691,2025-11-29,2025-12-02 17:55:39
R00013415,2026-03-25 23:06:32,C101225,P105393,3,Fast shipping,True,5,0.595,2026-03-25,2026-03-31 23:06:32
R00013416,2026-01-06 13:59:28,C122454,P108997,5,Fast shipping,True,0,0.572,2026-01-06,2026-01-08 13:59:28
R00013417,2025-11-06 10:51:57,C116314,P101852,4,Needs improvement,False,2,0.235,2025-11-06,2025-11-12 10:51:57
R00013418,2025-11-06 16:49:15,C123579,P111773,1,Fast shipping,True,2,0.146,2025-11-06,2025-11-09 16:49:15
R00013419,2025-12-01 00:44:59,C113415,P100039,5,Fast shipping,True,2,0.23,2025-12-01,2025-12-05 00:44:59
R00013420,2025-11-23 06:57:12,C121127,P105159,4,Good quality,True,3,0.798,2025-11-23,2025-11-24 06:57:12
R00013421,2026-02-05 13:46:58,C112388,P101078,5,Needs improvement,True,2,0.477,2026-02-05,2026-02-08 13:46:58
R00013422,2026-03-30 08:25:21,C103174,P110684,4,Needs improvement,False,3,-0.141,2026-03-30,2026-04-02 08:25:21
R00013423,2026-03-16 10:05:46,C107509,P110330,4,Average item,True,2,0.552,2026-03-16,2026-03-20 10:05:46
R00013424,2025-12-24 09:12:09,C120169,P104272,5,Would buy again,True,3,0.199,2025-12-24,2025-12-25 09:12:09
R00013425,2025-11-16 14:25:48,C122583,P100057,4,Would buy again,True,1,0.797,2025-11-16,2025-11-22 14:25:48
R00013426,2026-03-24 00:08:38,C121898,P107748,4,Not as expected,True,3,-0.049,2026-03-24,2026-03-26 00:08:38
R00013427,2025-12-15 11:28:36,C116681,P102959,4,Would buy again,False,3,0.122,2025-12-15,2025-12-21 11:28:36
R00013428,2025-12-09 18:01:15,C114820,P107216,5,Not as expected,True,0,-0.232,2025-12-09,2025-12-15 18:01:15
R00013429,2025-10-22 07:19:37,C114631,P105761,4,Good quality,True,3,0.227,2025-10-22,2025-10-28 07:19:37
R00013430,2026-01-09 02:43:41,C113693,P110261,1,Great value,True,1,0.303,2026-01-09,2026-01-15 02:43:41
R00013431,2025-10-06 14:55:25,C108783,P104162,5,Fast shipping,True,3,-0.189,2025-10-06,2025-10-09 14:55:25
R00013432,2026-01-20 07:58:57,C115434,P102013,5,Needs improvement,True,2,0.013,2026-01-20,2026-01-26 07:58:57
R00013433,2025-10-15 09:29:18,C114057,P107816,1,Average item,True,4,-0.042,2025-10-15,2025-10-21 09:29:18
R00013434,2025-11-18 02:42:54,C106475,P109724,4,Good quality,True,2,0.023,2025-11-18,2025-11-20 02:42:54
R00013435,2025-12-20 08:53:57,C121054,P107308,5,Needs improvement,True,3,0.575,2025-12-20,2025-12-23 08:53:57
R00013436,2025-12-26 18:34:06,C119572,P110780,5,Average item,True,4,-0.097,2025-12-26,2025-12-30 18:34:06
R00013437,2025-12-24 13:58:50,C119499,P108226,4,Would buy again,False,0,0.919,2025-12-24,2025-12-28 13:58:50
R00013438,2025-11-04 18:12:12,C104974,P104557,3,Average item,True,0,0.464,2025-11-04,2025-11-06 18:12:12
R00013439,2025-10-29 04:17:34,C119853,P108250,4,Not as expected,True,2,0.094,2025-10-29,2025-11-02 04:17:34
R00013440,2026-01-24 23:15:01,C119565,P111686,5,Excellent,True,3,0.314,2026-01-24,2026-01-27 23:15:01
R00013441,2025-12-03 02:54:09,C123040,P111354,3,Fast shipping,True,5,0.655,2025-12-03,2025-12-05 02:54:09
R00013442,2025-11-16 18:34:01,C101765,P102477,4,Fast shipping,True,5,0.287,2025-11-16,2025-11-21 18:34:01
R00013443,2025-11-21 02:32:28,C113696,P107078,5,Excellent,False,4,0.003,2025-11-21,2025-11-24 02:32:28
R00013444,2026-02-18 07:26:29,C115011,P106499,5,Needs improvement,True,2,0.189,2026-02-18,2026-02-22 07:26:29
R00013445,2025-12-01 05:36:20,C102645,P108545,5,Fast shipping,False,3,0.659,2025-12-01,2025-12-04 05:36:20
R00013446,2025-10-18 05:22:56,C114309,P109856,4,Excellent,True,2,0.567,2025-10-18,2025-10-24 05:22:56
R00013447,2025-12-12 11:35:12,C112888,P111415,5,Great value,False,5,0.399,2025-12-12,2025-12-15 11:35:12
R00013448,2026-01-06 21:24:03,C108595,P102352,3,Great value,True,1,0.583,2026-01-06,2026-01-08 21:24:03
R00013449,2026-02-13 17:37:40,C110689,P103538,5,Would buy again,True,3,0.786,2026-02-13,2026-02-15 17:37:40
R00013450,2025-11-13 18:47:35,C101163,P100121,5,Average item,False,4,0.619,2025-11-13,2025-11-14 18:47:35
R00013451,2026-01-12 04:55:18,C112242,P106749,5,Excellent,True,3,0.149,2026-01-12,2026-01-15 04:55:18
R00013452,2026-03-01 23:53:26,C110074,P111250,5,Good quality,False,5,0.335,2026-03-01,2026-03-03 23:53:26
R00013453,2026-01-21 03:28:39,C108993,P100177,1,Not as expected,True,5,0.108,2026-01-21,2026-01-27 03:28:39
R00013454,2025-12-09 15:34:15,C110023,P104964,2,Not as expected,True,4,0.184,2025-12-09,2025-12-10 15:34:15
R00013455,2026-03-12 14:49:02,C102787,P105755,3,Would buy again,True,1,0.515,2026-03-12,2026-03-15 14:49:02
R00013456,2025-10-10 06:41:57,C101511,P110218,4,Great value,True,2,1.0,2025-10-10,2025-10-12 06:41:57
R00013457,2026-03-28 03:08:40,C122477,P111707,3,Needs improvement,True,2,0.627,2026-03-28,2026-04-01 03:08:40
R00013458,2026-03-02 04:44:21,C108890,P102855,5,Needs improvement,True,4,0.728,2026-03-02,2026-03-04 04:44:21
R00013459,2026-01-20 15:37:07,C100852,P107457,4,Fast shipping,True,3,0.166,2026-01-20,2026-01-24 15:37:07
R00013460,2026-03-14 10:01:08,C124893,P104815,4,Average item,False,2,0.208,2026-03-14,2026-03-18 10:01:08
R00013461,2025-11-23 13:33:26,C117644,P109308,3,Needs improvement,True,3,0.936,2025-11-23,2025-11-25 13:33:26
R00013462,2026-03-04 05:32:36,C114329,P106891,5,Not as expected,True,1,0.445,2026-03-04,2026-03-10 05:32:36
R00013463,2025-10-18 22:14:45,C102638,P104284,5,Not as expected,True,1,0.512,2025-10-18,2025-10-22 22:14:45
R00013464,2026-01-15 17:41:05,C104544,P110609,5,Average item,True,0,0.553,2026-01-15,2026-01-18 17:41:05
R00013465,2026-02-17 00:21:34,C105648,P103960,3,Excellent,True,3,0.229,2026-02-17,2026-02-22 00:21:34
R00013466,2026-01-21 20:34:08,C112668,P108094,4,Would buy again,True,5,0.888,2026-01-21,2026-01-25 20:34:08
R00013467,2026-03-30 13:51:06,C100184,P111112,4,Fast shipping,True,2,1.0,2026-03-30,2026-04-01 13:51:06
R00013468,2025-12-20 12:23:43,C112242,P105466,4,Would buy again,True,2,0.681,2025-12-20,2025-12-21 12:23:43
R00013469,2026-01-15 16:52:36,C107946,P102781,4,Average item,True,3,-0.101,2026-01-15,2026-01-16 16:52:36
R00013470,2026-03-17 04:47:34,C112252,P102724,5,Needs improvement,True,3,0.955,2026-03-17,2026-03-20 04:47:34
R00013471,2026-02-23 01:24:33,C106213,P111351,4,Fast shipping,True,2,0.121,2026-02-23,2026-02-25 01:24:33
R00013472,2026-02-15 12:52:28,C117623,P111764,4,Not as expected,False,4,0.74,2026-02-15,2026-02-20 12:52:28
R00013473,2025-11-09 21:28:49,C119493,P109064,5,Fast shipping,False,6,0.133,2025-11-09,2025-11-14 21:28:49
R00013474,2026-03-29 12:33:54,C122020,P111604,4,Excellent,True,2,0.421,2026-03-29,2026-03-31 12:33:54
R00013475,2025-10-24 04:18:52,C113322,P111017,2,Needs improvement,True,1,0.191,2025-10-24,2025-10-26 04:18:52
R00013476,2026-01-14 00:57:16,C106777,P101924,1,Not as expected,True,4,0.747,2026-01-14,2026-01-18 00:57:16
R00013477,2025-11-08 05:50:53,C109058,P100752,4,Average item,True,2,0.408,2025-11-08,2025-11-09 05:50:53
R00013478,2025-11-16 10:44:24,C100361,P106008,4,Fast shipping,True,1,0.129,2025-11-16,2025-11-17 10:44:24
R00013479,2026-03-04 15:25:22,C106860,P111312,2,Would buy again,True,11,0.955,2026-03-04,2026-03-07 15:25:22
R00013480,2025-10-15 03:28:14,C117160,P102368,4,Excellent,False,4,1.0,2025-10-15,2025-10-19 03:28:14
R00013481,2026-03-28 11:50:43,C104308,P108000,5,Fast shipping,True,2,0.323,2026-03-28,2026-03-31 11:50:43
R00013482,2025-12-29 06:52:25,C120142,P107277,4,Excellent,False,4,0.734,2025-12-29,2026-01-03 06:52:25
R00013483,2026-03-28 23:49:05,C121146,P109951,5,Not as expected,True,5,0.024,2026-03-28,2026-04-03 23:49:05
R00013484,2025-11-09 13:03:10,C112307,P100439,3,Good quality,True,1,0.244,2025-11-09,2025-11-15 13:03:10
R00013485,2026-01-21 16:44:40,C108365,P105970,4,Great value,True,4,0.289,2026-01-21,2026-01-27 16:44:40
R00013486,2026-02-19 07:57:12,C119419,P100954,4,Not as expected,True,1,0.555,2026-02-19,2026-02-21 07:57:12
R00013487,2025-11-25 18:34:01,C106319,P100999,4,Excellent,True,0,0.537,2025-11-25,2025-11-29 18:34:01
R00013488,2026-02-08 00:46:01,C121881,P102086,5,Fast shipping,True,3,-0.143,2026-02-08,2026-02-11 00:46:01
R00013489,2026-02-01 21:10:46,C106535,P105600,3,Would buy again,True,3,-0.059,2026-02-01,2026-02-05 21:10:46
R00013490,2025-10-31 01:31:18,C101098,P110432,5,Great value,True,2,0.358,2025-10-31,2025-11-02 01:31:18
R00013491,2025-12-24 13:18:43,C105789,P104176,5,Not as expected,True,3,0.518,2025-12-24,2025-12-28 13:18:43
R00013492,2026-01-29 02:16:43,C116188,P109123,5,Not as expected,True,2,0.607,2026-01-29,2026-02-01 02:16:43
R00013493,2025-10-18 21:07:10,C122643,P109000,5,Not as expected,True,1,0.606,2025-10-18,2025-10-22 21:07:10
R00013494,2026-02-04 19:11:41,C104235,P105188,4,Needs improvement,True,4,0.084,2026-02-04,2026-02-08 19:11:41
R00013495,2026-01-14 01:25:38,C121112,P110016,5,Fast shipping,True,2,0.498,2026-01-14,2026-01-20 01:25:38
R00013496,2026-03-24 12:33:01,C122939,P104838,4,Excellent,True,5,0.452,2026-03-24,2026-03-29 12:33:01
R00013497,2026-02-05 18:10:32,C114253,P102896,1,Great value,True,5,0.387,2026-02-05,2026-02-09 18:10:32
R00013498,2025-12-23 03:04:03,C107177,P106433,5,Great value,True,3,-0.105,2025-12-23,2025-12-27 03:04:03
R00013499,2025-10-16 01:09:26,C117304,P110851,4,Good quality,False,1,0.554,2025-10-16,2025-10-18 01:09:26
R00013500,2026-01-16 17:37:49,C111331,P103536,1,Average item,False,0,-0.438,2026-01-16,2026-01-20 17:37:49
R00013501,2025-11-10 21:17:45,C111321,P105412,4,Great value,False,4,0.809,2025-11-10,2025-11-16 21:17:45
R00013502,2025-12-10 23:56:27,C100889,P107774,5,Not as expected,True,1,0.689,2025-12-10,2025-12-15 23:56:27
R00013503,2026-01-05 18:17:13,C120768,P107226,3,Fast shipping,False,3,1.0,2026-01-05,2026-01-10 18:17:13
R00013504,2025-12-21 01:27:46,C106293,P103640,5,Fast shipping,True,2,0.203,2025-12-21,2025-12-23 01:27:46
R00013505,2026-01-16 00:10:44,C103122,P105361,5,Average item,True,1,-0.059,2026-01-16,2026-01-21 00:10:44
R00013506,2025-12-30 09:45:36,C102587,P104178,4,Would buy again,True,3,-0.36,2025-12-30,2026-01-02 09:45:36
R00013507,2025-11-26 05:00:03,C121763,P105817,5,Fast shipping,True,3,0.513,2025-11-26,2025-12-02 05:00:03
R00013508,2026-02-21 04:54:02,C101341,P103556,4,Average item,False,1,0.554,2026-02-21,2026-02-27 04:54:02
R00013509,2025-10-13 03:36:31,C100725,P101855,2,Not as expected,False,2,-0.274,2025-10-13,2025-10-15 03:36:31
R00013510,2026-01-09 01:42:43,C100311,P105092,5,Needs improvement,True,5,0.611,2026-01-09,2026-01-13 01:42:43
R00013511,2026-01-31 19:45:54,C110560,P102523,5,Would buy again,True,4,0.754,2026-01-31,2026-02-04 19:45:54
R00013512,2025-11-15 23:06:22,C121242,P104229,4,Needs improvement,True,1,-0.109,2025-11-15,2025-11-17 23:06:22
R00013513,2025-10-03 10:17:36,C113719,P105192,3,Would buy again,True,2,0.648,2025-10-03,2025-10-08 10:17:36
R00013514,2026-03-08 23:25:42,C111087,P107380,4,Great value,False,4,0.606,2026-03-08,2026-03-11 23:25:42
R00013515,2026-03-25 11:07:02,C116956,P110025,5,Excellent,True,0,0.765,2026-03-25,2026-03-31 11:07:02
R00013516,2026-02-07 00:50:19,C101523,P100376,5,Good quality,True,3,0.381,2026-02-07,2026-02-11 00:50:19
R00013517,2026-01-23 06:25:04,C119853,P104162,5,Needs improvement,True,0,0.072,2026-01-23,2026-01-28 06:25:04
R00013518,2026-02-12 16:35:27,C101287,P108543,3,Great value,True,4,0.345,2026-02-12,2026-02-13 16:35:27
R00013519,2026-01-11 00:58:30,C118642,P103719,5,Excellent,True,1,-0.146,2026-01-11,2026-01-15 00:58:30
R00013520,2025-10-11 06:56:44,C112101,P108771,4,Would buy again,True,1,0.883,2025-10-11,2025-10-15 06:56:44
R00013521,2025-12-25 12:40:02,C110088,P110530,5,Great value,True,6,0.813,2025-12-25,2025-12-31 12:40:02
R00013522,2025-12-24 04:06:27,C100205,P106726,5,Fast shipping,True,1,0.68,2025-12-24,2025-12-30 04:06:27
R00013523,2026-01-03 23:07:16,C106920,P109461,2,Excellent,True,5,0.948,2026-01-03,2026-01-05 23:07:16
R00013524,2026-01-12 22:49:53,C110503,P103063,5,Excellent,True,3,0.515,2026-01-12,2026-01-17 22:49:53
R00013525,2026-01-04 01:09:13,C118901,P104191,5,Great value,False,3,-0.08,2026-01-04,2026-01-05 01:09:13
R00013526,2025-11-19 18:41:31,C109680,P107084,4,Excellent,False,3,1.0,2025-11-19,2025-11-23 18:41:31
R00013527,2025-11-11 19:57:30,C111763,P108165,4,Needs improvement,True,2,0.411,2025-11-11,2025-11-16 19:57:30
R00013528,2025-11-07 04:43:05,C112589,P103640,4,Excellent,True,2,0.09,2025-11-07,2025-11-08 04:43:05
R00013529,2025-11-10 06:36:53,C117666,P111218,5,Not as expected,True,4,0.62,2025-11-10,2025-11-14 06:36:53
R00013530,2025-11-11 18:50:11,C121344,P100024,5,Not as expected,False,6,0.389,2025-11-11,2025-11-16 18:50:11
R00013531,2026-01-04 20:51:32,C104234,P103767,4,Average item,True,1,0.932,2026-01-04,2026-01-10 20:51:32
R00013532,2026-03-28 19:15:58,C111006,P106835,4,Average item,True,3,0.421,2026-03-28,2026-03-29 19:15:58
R00013533,2026-02-26 05:45:19,C103079,P110670,5,Great value,True,3,0.049,2026-02-26,2026-03-01 05:45:19
R00013534,2026-01-14 14:23:28,C121251,P100799,5,Needs improvement,True,4,0.612,2026-01-14,2026-01-17 14:23:28
R00013535,2026-01-22 14:43:48,C111681,P107734,4,Not as expected,False,4,0.432,2026-01-22,2026-01-26 14:43:48
R00013536,2026-01-03 10:47:15,C109169,P108293,4,Excellent,True,3,0.261,2026-01-03,2026-01-09 10:47:15
R00013537,2026-02-11 08:19:28,C122002,P111990,5,Would buy again,True,2,0.551,2026-02-11,2026-02-14 08:19:28
R00013538,2026-01-13 17:25:35,C116212,P102984,3,Average item,True,5,-0.187,2026-01-13,2026-01-16 17:25:35
R00013539,2025-10-26 21:09:40,C117912,P102772,3,Needs improvement,True,0,1.0,2025-10-26,2025-10-28 21:09:40
R00013540,2025-10-14 15:54:32,C108269,P102142,2,Average item,True,4,0.223,2025-10-14,2025-10-19 15:54:32
R00013541,2025-12-18 14:34:29,C123041,P104196,2,Needs improvement,True,3,0.786,2025-12-18,2025-12-21 14:34:29
R00013542,2025-11-02 00:48:42,C115550,P111863,2,Average item,True,1,0.689,2025-11-02,2025-11-06 00:48:42
R00013543,2026-03-20 09:38:16,C112363,P100722,4,Not as expected,True,2,0.527,2026-03-20,2026-03-26 09:38:16
R00013544,2025-11-10 03:17:19,C112582,P108154,5,Good quality,True,1,0.105,2025-11-10,2025-11-11 03:17:19
R00013545,2025-10-11 17:20:16,C105534,P106800,3,Excellent,True,3,0.117,2025-10-11,2025-10-16 17:20:16
R00013546,2025-12-05 13:54:45,C100186,P105262,5,Would buy again,True,0,0.692,2025-12-05,2025-12-09 13:54:45
R00013547,2026-03-16 03:00:11,C105703,P108697,5,Good quality,True,2,0.506,2026-03-16,2026-03-18 03:00:11
R00013548,2025-12-30 19:18:59,C106118,P110249,5,Great value,True,1,0.442,2025-12-30,2026-01-02 19:18:59
R00013549,2025-11-09 01:46:59,C120554,P102558,5,Great value,True,5,-0.024,2025-11-09,2025-11-12 01:46:59
R00013550,2026-01-12 09:00:07,C109422,P109426,4,Good quality,True,5,1.0,2026-01-12,2026-01-14 09:00:07
R00013551,2025-12-30 16:27:03,C103774,P109520,5,Great value,True,2,-0.036,2025-12-30,2025-12-31 16:27:03
R00013552,2026-03-12 06:48:19,C122950,P103826,4,Fast shipping,True,2,0.089,2026-03-12,2026-03-16 06:48:19
R00013553,2025-11-27 16:42:43,C120154,P107030,5,Needs improvement,False,1,0.553,2025-11-27,2025-12-02 16:42:43
R00013554,2026-01-08 22:06:27,C114956,P102460,5,Fast shipping,True,1,0.519,2026-01-08,2026-01-13 22:06:27
R00013555,2026-01-26 23:13:16,C103023,P101121,4,Excellent,True,2,0.235,2026-01-26,2026-01-30 23:13:16
R00013556,2026-03-05 20:20:10,C122237,P102577,4,Good quality,True,3,0.217,2026-03-05,2026-03-11 20:20:10
R00013557,2026-01-06 22:44:02,C100515,P102162,4,Not as expected,False,2,0.735,2026-01-06,2026-01-09 22:44:02
R00013558,2026-02-22 18:52:17,C103551,P108449,3,Would buy again,True,5,0.283,2026-02-22,2026-02-28 18:52:17
R00013559,2025-11-17 20:47:27,C118926,P104244,1,Average item,True,1,0.526,2025-11-17,2025-11-21 20:47:27
R00013560,2026-02-20 23:07:42,C105170,P103142,5,Not as expected,True,2,0.46,2026-02-20,2026-02-21 23:07:42
R00013561,2025-12-14 23:30:53,C118626,P111849,5,Fast shipping,True,3,0.111,2025-12-14,2025-12-18 23:30:53
R00013562,2025-12-10 22:26:39,C102112,P102207,5,Would buy again,True,2,0.366,2025-12-10,2025-12-12 22:26:39
R00013563,2026-03-27 19:28:27,C102872,P103528,4,Needs improvement,False,3,0.838,2026-03-27,2026-03-31 19:28:27
R00013564,2026-01-23 19:54:24,C121899,P106407,4,Good quality,True,1,0.364,2026-01-23,2026-01-25 19:54:24
R00013565,2026-02-10 02:39:35,C114357,P100803,4,Average item,False,1,0.251,2026-02-10,2026-02-13 02:39:35
R00013566,2025-10-20 21:34:53,C108308,P103301,4,Excellent,True,2,0.484,2025-10-20,2025-10-21 21:34:53
R00013567,2025-12-14 17:34:23,C115775,P101192,4,Excellent,True,7,0.203,2025-12-14,2025-12-17 17:34:23
R00013568,2025-12-03 20:52:09,C101228,P101052,4,Excellent,True,2,0.505,2025-12-03,2025-12-07 20:52:09
R00013569,2025-12-21 19:51:06,C120255,P102779,4,Not as expected,False,5,-0.126,2025-12-21,2025-12-22 19:51:06
R00013570,2026-01-28 19:04:56,C116575,P107565,4,Great value,True,3,1.0,2026-01-28,2026-01-31 19:04:56
R00013571,2026-03-10 13:50:38,C110624,P102894,3,Fast shipping,False,4,0.167,2026-03-10,2026-03-13 13:50:38
R00013572,2025-11-11 13:01:10,C107811,P100142,4,Not as expected,True,2,0.74,2025-11-11,2025-11-14 13:01:10
R00013573,2025-11-13 03:37:35,C124268,P105002,5,Fast shipping,True,3,0.931,2025-11-13,2025-11-19 03:37:35
R00013574,2025-10-07 19:16:24,C106064,P100461,4,Excellent,False,4,0.874,2025-10-07,2025-10-09 19:16:24
R00013575,2026-03-29 09:13:42,C103654,P100154,5,Not as expected,True,6,0.671,2026-03-29,2026-04-03 09:13:42
R00013576,2025-12-31 09:04:16,C115606,P110255,4,Good quality,True,3,0.414,2025-12-31,2026-01-05 09:04:16
R00013577,2026-03-19 11:27:15,C105244,P103658,5,Needs improvement,True,0,1.0,2026-03-19,2026-03-21 11:27:15
R00013578,2025-12-11 03:09:58,C107909,P108836,5,Average item,True,2,0.003,2025-12-11,2025-12-14 03:09:58
R00013579,2026-01-05 14:24:08,C113286,P101335,4,Good quality,True,3,0.142,2026-01-05,2026-01-08 14:24:08
R00013580,2025-11-16 21:18:09,C104057,P104856,2,Fast shipping,True,0,0.443,2025-11-16,2025-11-21 21:18:09
R00013581,2026-01-14 01:34:17,C119996,P109460,5,Fast shipping,False,2,0.518,2026-01-14,2026-01-17 01:34:17
R00013582,2026-03-22 19:38:29,C118482,P103518,3,Good quality,True,5,0.961,2026-03-22,2026-03-23 19:38:29
R00013583,2026-03-07 10:12:41,C121265,P102540,5,Would buy again,True,4,-0.174,2026-03-07,2026-03-11 10:12:41
R00013584,2026-01-27 01:28:49,C106980,P101300,2,Needs improvement,True,0,0.844,2026-01-27,2026-01-31 01:28:49
R00013585,2026-01-21 04:31:35,C107222,P110498,2,Average item,False,2,0.055,2026-01-21,2026-01-22 04:31:35
R00013586,2026-02-28 20:35:34,C102671,P107148,1,Fast shipping,True,2,0.785,2026-02-28,2026-03-03 20:35:34
R00013587,2025-12-17 02:53:20,C111425,P110977,4,Fast shipping,True,2,0.177,2025-12-17,2025-12-23 02:53:20
R00013588,2026-02-15 18:53:43,C111140,P104272,2,Would buy again,True,2,0.627,2026-02-15,2026-02-17 18:53:43
R00013589,2025-12-13 01:23:57,C112071,P108585,5,Good quality,False,2,-0.076,2025-12-13,2025-12-18 01:23:57
R00013590,2026-03-04 21:04:10,C121139,P102028,3,Would buy again,True,2,0.645,2026-03-04,2026-03-10 21:04:10
R00013591,2025-12-13 21:21:55,C102864,P111947,4,Needs improvement,True,2,0.81,2025-12-13,2025-12-17 21:21:55
R00013592,2025-12-17 16:48:37,C107851,P100351,5,Great value,True,2,0.865,2025-12-17,2025-12-19 16:48:37
R00013593,2026-01-02 01:33:53,C117238,P108866,4,Would buy again,True,5,0.834,2026-01-02,2026-01-04 01:33:53
R00013594,2025-10-21 19:26:23,C110302,P105176,3,Good quality,False,4,0.37,2025-10-21,2025-10-27 19:26:23
R00013595,2026-02-13 19:05:21,C115687,P102364,2,Excellent,False,2,0.452,2026-02-13,2026-02-14 19:05:21
R00013596,2025-12-18 12:14:02,C103157,P103111,5,Not as expected,True,3,0.395,2025-12-18,2025-12-20 12:14:02
R00013597,2026-02-02 11:05:44,C115327,P102431,5,Not as expected,True,4,-0.501,2026-02-02,2026-02-05 11:05:44
R00013598,2026-01-13 01:58:02,C114042,P104580,5,Fast shipping,True,1,0.039,2026-01-13,2026-01-15 01:58:02
R00013599,2026-01-15 08:43:19,C121649,P104503,5,Fast shipping,True,5,1.0,2026-01-15,2026-01-16 08:43:19
R00013600,2026-02-12 01:28:53,C120224,P108524,4,Excellent,True,2,0.852,2026-02-12,2026-02-15 01:28:53
R00013601,2025-12-12 16:21:23,C115966,P106201,5,Good quality,True,3,0.626,2025-12-12,2025-12-15 16:21:23
R00013602,2026-01-14 19:12:17,C112160,P107728,5,Great value,True,1,0.897,2026-01-14,2026-01-18 19:12:17
R00013603,2026-02-19 19:46:01,C113245,P103163,4,Average item,False,5,0.386,2026-02-19,2026-02-22 19:46:01
R00013604,2026-01-14 15:06:17,C122270,P106055,5,Needs improvement,True,3,-0.118,2026-01-14,2026-01-15 15:06:17
R00013605,2025-12-25 11:32:51,C106946,P110732,2,Not as expected,False,2,0.419,2025-12-25,2025-12-27 11:32:51
