order_id,event_time,arrival_time,customer_id,product_id,quantity,unit_price,discount_amount,shipping_fee,payment_status,shipping_status,warehouse_id,delivery_partner,late_arrival_flag,source_system,total_amount
O00018887,2025-11-06 07:59:48,2025-11-06 09:42:58,C121402,P105697,1,32.52,0.0,3.99,paid,delivered,WH-NA-04,DHL,False,payment_gateway,36.51
O00018888,2026-02-02 19:52:42,2026-02-02 21:25:06,C113675,P102606,1,14.3,0.0,0.0,paid,returned,WH-NA-02,DHL,False,order_service,14.3
O00018889,2026-02-23 00:39:59,2026-02-23 00:48:28,C103102,P109127,1,49.34,0.0,5.99,paid,delivered,WH-LA-02,DHL,False,order_service,55.33
O00018890,2025-11-29 08:12:27,2025-11-29 23:50:28,C108016,P102779,1,27.87,1.39,3.99,failed,delivered,WH-ME-03,Local Partner,True,shipping_partner,30.47
O00018891,2025-12-01 00:46:15,2025-12-01 01:41:12,C109757,P101974,1,14.53,0.0,3.99,paid,delivered,WH-EU-04,Local Partner,False,payment_gateway,18.52
O00018892,2025-10-09 14:28:36,2025-10-09 14:57:27,C111053,P109828,1,20.18,0.0,0.0,paid,delivered,WH-EU-03,Local Partner,False,payment_gateway,20.18
O00018893,2025-11-01 15:03:06,2025-11-01 15:42:30,C107165,P110600,1,50.54,5.05,3.99,paid,delivered,WH-LA-02,Local Partner,False,payment_gateway,49.48
O00018894,2026-03-05 06:30:52,2026-03-05 07:58:53,C118422,P107899,1,18.06,0.0,0.0,pending,delivered,WH-ME-04,FedEx,False,shipping_partner,18.06
O00018895,2026-02-11 18:37:03,2026-02-12 01:06:33,C104059,P111594,1,52.04,0.0,0.0,paid,in_transit,WH-EU-03,DHL,True,shipping_partner,52.04
O00018896,2026-02-27 04:20:13,2026-02-27 05:54:42,C114083,P110813,1,18.34,0.0,0.0,paid,delivered,WH-ME-02,DHL,False,order_service,18.34
O00018897,2026-02-18 23:21:38,2026-02-19 00:26:30,C119377,P111931,2,42.2,8.44,5.99,paid,delayed,WH-AP-01,Amazon Logistics,False,order_service,81.95
O00018898,2026-03-25 11:55:01,2026-03-25 13:36:43,C112170,P106523,1,16.29,0.0,0.0,paid,delivered,WH-LA-01,DHL,False,order_service,16.29
O00018899,2025-11-28 02:45:06,2025-11-28 03:26:32,C124508,P101533,4,10.42,0.0,0.0,paid,delivered,WH-ME-04,FedEx,False,shipping_partner,41.68
O00018900,2025-11-15 02:20:55,2025-11-15 03:40:02,C120640,P110599,1,20.63,2.06,0.0,paid,in_transit,WH-LA-03,DHL,False,payment_gateway,18.57
O00018901,2025-10-03 02:07:34,2025-10-04 19:50:10,C111687,P104894,1,11.35,0.0,3.99,paid,delivered,WH-LA-01,UPS,True,payment_gateway,15.34
O00018902,2025-11-18 22:28:49,2025-11-19 00:09:48,C106197,P100803,1,13.48,0.0,3.99,paid,delivered,WH-EU-04,Amazon Logistics,False,shipping_partner,17.47
O00018903,2025-11-08 15:58:29,2025-11-09 17:58:26,C110149,P107581,2,21.3,2.13,0.0,paid,in_transit,WH-ME-01,Amazon Logistics,True,shipping_partner,40.47
O00018904,2025-11-20 00:58:14,2025-11-20 01:19:29,C124950,P100870,1,100.16,5.01,0.0,paid,delivered,WH-LA-01,DHL,False,payment_gateway,95.15
O00018905,2026-01-08 04:45:17,2026-01-09 18:14:28,C124493,P106002,1,6.6,0.0,0.0,failed,delivered,WH-LA-01,UPS,True,shipping_partner,6.6
O00018906,2026-02-01 04:03:00,2026-02-03 01:14:05,C113532,P104216,1,11.94,0.0,3.99,paid,delivered,WH-AP-04,FedEx,True,order_service,15.93
O00018907,2026-03-18 08:41:34,2026-03-18 09:49:10,C112468,P105209,1,6.84,0.68,0.0,paid,delivered,WH-ME-02,DHL,False,shipping_partner,6.16
O00018908,2025-12-24 11:47:42,2025-12-24 12:00:34,C121329,P104277,1,9.32,1.4,3.99,paid,delivered,WH-LA-02,UPS,False,payment_gateway,11.91
O00018909,2026-03-06 05:53:33,2026-03-06 07:06:33,C100307,P101428,3,33.17,0.0,3.99,paid,in_transit,WH-LA-01,Amazon Logistics,False,payment_gateway,103.5
O00018910,2026-01-06 07:08:21,2026-01-07 07:58:52,C116899,P111937,3,12.7,1.9,3.99,paid,delivered,WH-AP-04,DHL,True,shipping_partner,40.19
O00018911,2025-11-27 06:14:04,2025-11-27 07:20:35,C113582,P101378,4,8.18,1.64,0.0,paid,delivered,WH-NA-02,Amazon Logistics,False,payment_gateway,31.08
O00018912,2026-01-05 16:39:41,2026-01-05 16:46:45,C109078,P109175,1,83.6,0.0,3.99,paid,delivered,WH-LA-03,DHL,False,order_service,87.59
O00018913,2026-02-27 21:56:23,2026-02-27 23:10:28,C105676,P101407,1,16.45,0.0,3.99,paid,in_transit,WH-ME-04,UPS,False,order_service,20.44
O00018914,2026-03-30 03:18:13,2026-03-30 11:34:03,C105471,P102680,1,5.4,0.27,5.99,pending,delivered,WH-LA-02,FedEx,True,shipping_partner,11.12
O00018915,2026-02-12 14:21:04,2026-02-12 16:10:37,C115572,P107248,1,17.05,0.0,0.0,paid,delivered,WH-NA-02,Amazon Logistics,False,payment_gateway,17.05
O00018916,2025-11-07 11:06:18,2025-11-07 13:02:46,C124802,P108286,1,39.75,0.0,3.99,paid,in_transit,WH-AP-03,UPS,False,shipping_partner,43.74
O00018917,2026-03-12 20:30:24,2026-03-12 21:17:21,C119674,P111609,2,38.34,0.0,0.0,paid,delivered,WH-EU-04,UPS,False,order_service,76.68
O00018918,2026-03-26 06:41:54,2026-03-26 08:05:50,C118163,P103876,1,9.23,0.0,0.0,paid,delayed,WH-ME-03,Amazon Logistics,False,shipping_partner,9.23
O00018919,2026-02-06 17:56:03,2026-02-06 19:13:07,C104151,P108567,1,7.09,0.71,9.99,paid,in_transit,WH-EU-03,UPS,False,order_service,16.37
O00018920,2025-10-30 16:31:11,2025-10-30 18:01:12,C114982,P104893,1,12.08,1.81,5.99,paid,delivered,WH-EU-02,Local Partner,False,order_service,16.26
O00018921,2025-11-04 21:41:26,2025-11-04 22:10:24,C108872,P106701,1,13.09,0.65,0.0,paid,delivered,WH-EU-04,DHL,False,shipping_partner,12.44
O00018922,2026-01-11 10:43:56,2026-01-13 02:55:22,C107115,P108919,1,66.72,6.67,0.0,refunded,delivered,WH-NA-04,Local Partner,True,shipping_partner,60.05
O00018923,2025-10-13 03:33:46,2025-10-13 05:15:09,C116683,P108424,1,13.75,1.38,3.99,paid,in_transit,WH-ME-02,Local Partner,False,payment_gateway,16.36
O00018924,2025-12-11 23:00:16,2025-12-12 00:41:02,C122379,P101275,1,39.62,0.0,5.99,failed,in_transit,WH-ME-02,Local Partner,False,shipping_partner,45.61
O00018925,2026-02-03 12:15:28,2026-02-04 14:55:23,C124781,P111946,1,13.64,1.36,0.0,paid,in_transit,WH-EU-03,Amazon Logistics,True,payment_gateway,12.28
O00018926,2025-11-12 21:17:10,2025-11-12 22:38:04,C123175,P110463,2,7.23,0.0,0.0,paid,delivered,WH-AP-03,FedEx,False,shipping_partner,14.46
O00018927,2025-10-28 01:32:42,2025-10-28 02:03:18,C112912,P103994,1,21.7,0.0,9.99,paid,cancelled,WH-ME-04,UPS,False,payment_gateway,31.69
O00018928,2025-12-10 12:25:42,2025-12-12 10:41:09,C101564,P103371,1,72.47,0.0,0.0,paid,delivered,WH-ME-02,Amazon Logistics,True,order_service,72.47
O00018929,2026-03-28 21:48:52,2026-03-28 22:08:50,C121741,P104547,2,7.22,0.0,5.99,paid,delivered,WH-ME-01,Local Partner,False,payment_gateway,20.43
O00018930,2025-12-26 18:02:33,2025-12-28 03:04:06,C116507,P110017,1,28.15,0.0,0.0,paid,delivered,WH-NA-01,FedEx,True,order_service,28.15
O00018931,2026-03-21 01:32:14,2026-03-21 14:27:29,C120028,P108940,4,25.78,0.0,0.0,paid,delivered,WH-AP-03,FedEx,True,order_service,103.12
O00018932,2026-03-29 22:44:31,2026-03-31 14:01:01,C113481,P100861,1,9.72,0.0,0.0,paid,delivered,WH-NA-01,DHL,True,shipping_partner,9.72
O00018933,2025-11-01 07:17:58,2025-11-02 00:08:15,C107715,P107824,1,6.15,0.0,3.99,paid,delivered,WH-EU-03,Local Partner,True,payment_gateway,10.14
O00018934,2025-12-05 23:48:12,2025-12-06 01:26:54,C124198,P111167,2,56.04,0.0,3.99,paid,delivered,WH-EU-02,DHL,False,shipping_partner,116.07
O00018935,2025-12-19 03:41:23,2025-12-19 05:11:35,C108020,P106805,1,32.97,0.0,3.99,paid,delivered,WH-NA-03,Local Partner,False,payment_gateway,36.96
O00018936,2025-12-22 11:34:51,2025-12-22 12:40:19,C118841,P101801,3,25.24,0.0,3.99,paid,delivered,WH-NA-02,Amazon Logistics,False,shipping_partner,79.71
O00018937,2025-10-21 03:25:59,2025-10-21 17:53:29,C118526,P102794,1,33.75,0.0,9.99,paid,delivered,WH-EU-02,DHL,True,order_service,43.74
O00018938,2026-03-31 17:36:31,2026-03-31 18:55:09,C118441,P101660,1,6.66,0.0,0.0,paid,delivered,WH-EU-02,FedEx,False,shipping_partner,6.66
O00018939,2025-11-09 07:33:37,2025-11-11 05:14:38,C106698,P106305,1,125.24,0.0,5.99,paid,delivered,WH-AP-03,FedEx,True,payment_gateway,131.23
O00018940,2026-01-04 23:41:09,2026-01-05 00:37:25,C111365,P109634,1,76.02,3.8,5.99,paid,in_transit,WH-NA-03,Amazon Logistics,False,shipping_partner,78.21
O00018941,2026-01-20 19:08:54,2026-01-20 20:15:56,C110733,P104141,2,95.88,9.59,0.0,paid,delivered,WH-ME-01,Amazon Logistics,False,payment_gateway,182.17
O00018942,2025-12-03 08:59:46,2025-12-03 10:31:56,C114821,P105717,1,42.42,0.0,5.99,paid,delivered,WH-EU-01,FedEx,False,order_service,48.41
O00018943,2026-01-19 13:57:33,2026-01-20 13:46:31,C118172,P106572,2,53.95,0.0,5.99,paid,delivered,WH-ME-04,Amazon Logistics,True,order_service,113.89
O00018944,2026-03-04 12:25:29,2026-03-06 09:24:11,C124115,P103890,1,4.03,0.2,0.0,paid,delivered,WH-LA-04,FedEx,True,shipping_partner,3.83
O00018945,2025-11-23 15:24:10,2025-11-23 16:24:53,C106999,P101595,1,28.23,0.0,0.0,paid,delivered,WH-ME-01,FedEx,False,shipping_partner,28.23
O00018946,2026-03-01 09:40:41,2026-03-01 18:25:49,C113567,P104363,1,81.52,0.0,0.0,paid,delivered,WH-ME-01,DHL,True,shipping_partner,81.52
O00018947,2025-11-21 09:14:26,2025-11-22 11:38:22,C114471,P106782,2,23.8,2.38,0.0,paid,delayed,WH-LA-03,FedEx,True,payment_gateway,45.22
O00018948,2026-03-19 10:54:47,2026-03-19 11:53:11,C105158,P109193,1,24.84,0.0,0.0,paid,delivered,WH-EU-02,UPS,False,payment_gateway,24.84
O00018949,2025-12-22 13:11:25,2025-12-23 09:55:18,C100686,P110491,1,25.49,2.55,5.99,paid,delivered,WH-ME-03,UPS,True,payment_gateway,28.93
O00018950,2026-01-30 04:58:02,2026-01-30 06:42:55,C111604,P104521,1,71.24,3.56,3.99,paid,delivered,WH-NA-01,UPS,False,order_service,71.67
O00018951,2025-11-22 04:05:20,2025-11-22 05:49:04,C107398,P102872,3,66.6,0.0,0.0,paid,delivered,WH-ME-01,FedEx,False,shipping_partner,199.8
O00018952,2025-11-29 10:58:09,2025-12-01 05:44:26,C105585,P107778,1,37.16,0.0,3.99,paid,delivered,WH-ME-01,Amazon Logistics,True,payment_gateway,41.15
O00018953,2026-01-18 17:10:57,2026-01-20 16:05:04,C106848,P106539,1,13.92,2.78,3.99,paid,delivered,WH-ME-01,Amazon Logistics,True,shipping_partner,15.13
O00018954,2026-02-13 13:03:15,2026-02-13 14:53:24,C117689,P108141,1,37.53,7.51,3.99,paid,delivered,WH-AP-01,Local Partner,False,payment_gateway,34.01
O00018955,2026-01-20 11:45:03,2026-01-20 13:24:29,C101072,P100526,1,22.99,1.15,0.0,paid,delivered,WH-ME-02,Local Partner,False,order_service,21.84
O00018956,2025-11-22 16:26:14,2025-11-22 17:09:31,C120857,P110957,1,34.83,3.48,3.99,paid,in_transit,WH-NA-01,UPS,False,payment_gateway,35.34
O00018957,2026-01-24 05:55:05,2026-01-24 06:47:12,C113301,P104897,1,77.28,3.86,5.99,paid,delivered,WH-LA-03,FedEx,False,shipping_partner,79.41
O00018958,2026-01-05 19:57:36,2026-01-05 20:27:22,C113768,P104204,2,15.96,0.0,5.99,failed,delayed,WH-EU-03,UPS,False,shipping_partner,37.91
O00018959,2025-10-14 16:32:27,2025-10-15 21:37:35,C107194,P102921,1,14.14,0.0,3.99,paid,delivered,WH-NA-03,UPS,True,shipping_partner,18.13
O00018960,2025-10-30 23:10:32,2025-10-30 23:15:19,C122304,P103176,2,15.26,0.0,3.99,paid,delivered,WH-NA-01,Local Partner,False,shipping_partner,34.51
O00018961,2026-03-24 19:50:43,2026-03-25 22:44:46,C104973,P102813,3,20.66,6.2,3.99,paid,delivered,WH-NA-01,UPS,True,shipping_partner,59.77
O00018962,2025-10-18 03:11:53,2025-10-18 09:54:35,C124981,P104347,1,40.71,0.0,3.99,paid,delivered,WH-EU-04,Amazon Logistics,True,shipping_partner,44.7
O00018963,2026-03-28 03:08:22,2026-03-28 04:06:35,C109178,P105471,1,22.02,1.1,0.0,paid,delivered,WH-EU-01,DHL,False,order_service,20.92
O00018964,2025-11-02 11:22:00,2025-11-03 14:25:20,C119010,P107866,1,64.42,0.0,5.99,paid,delivered,WH-EU-04,UPS,True,shipping_partner,70.41
O00018965,2025-11-09 06:32:05,2025-11-09 06:41:00,C102640,P103412,1,81.58,0.0,3.99,refunded,delivered,WH-LA-03,UPS,False,order_service,85.57
O00018966,2025-10-14 09:44:41,2025-10-14 10:32:53,C109811,P105025,2,27.88,0.0,3.99,paid,delivered,WH-ME-02,Amazon Logistics,False,shipping_partner,59.75
O00018967,2026-01-01 06:50:04,2026-01-03 05:19:52,C106682,P107247,1,31.03,0.0,3.99,paid,delayed,WH-EU-01,UPS,True,order_service,35.02
O00018968,2026-02-24 17:28:24,2026-02-24 18:42:43,C109980,P108761,1,14.56,0.0,0.0,paid,in_transit,WH-NA-03,Local Partner,False,order_service,14.56
O00018969,2026-03-02 22:04:54,2026-03-04 15:43:21,C118645,P105954,1,9.04,0.0,5.99,paid,delivered,WH-ME-03,Local Partner,True,shipping_partner,15.03
O00018970,2025-11-13 09:05:13,2025-11-13 09:29:46,C103288,P104009,1,27.87,0.0,3.99,paid,delivered,WH-EU-03,UPS,False,shipping_partner,31.86
O00018971,2025-11-11 14:16:31,2025-11-12 14:51:36,C121025,P110319,1,9.85,0.0,0.0,paid,delivered,WH-LA-02,DHL,True,order_service,9.85
O00018972,2025-11-19 09:32:12,2025-11-19 09:44:34,C110349,P111452,1,31.25,4.69,3.99,paid,delivered,WH-LA-02,Amazon Logistics,False,shipping_partner,30.55
O00018973,2026-01-14 17:38:26,2026-01-14 19:16:41,C107521,P106776,1,49.5,7.42,5.99,paid,in_transit,WH-ME-01,Local Partner,False,order_service,48.07
O00018974,2025-11-05 20:08:08,2025-11-06 12:43:58,C116698,P105824,1,21.49,4.3,3.99,paid,delayed,WH-ME-03,DHL,True,order_service,21.18
O00018975,2025-10-22 10:24:00,2025-10-22 11:28:00,C113292,P101895,4,31.6,0.0,0.0,paid,delivered,WH-ME-02,FedEx,False,order_service,126.4
O00018976,2025-11-19 19:02:41,2025-11-19 19:02:46,C118658,P110598,1,168.44,0.0,9.99,paid,in_transit,WH-EU-04,Amazon Logistics,False,order_service,178.43
O00018977,2026-03-14 11:34:48,2026-03-14 12:31:35,C119815,P108689,2,11.06,2.21,3.99,paid,delivered,WH-EU-03,Local Partner,False,order_service,23.9
O00018978,2025-11-19 02:46:31,2025-11-19 04:35:12,C120758,P103692,1,8.49,1.27,5.99,paid,delayed,WH-AP-04,UPS,False,order_service,13.21
O00018979,2026-03-14 05:15:59,2026-03-15 07:53:49,C121031,P109241,1,10.59,1.59,9.99,failed,delayed,WH-NA-02,DHL,True,payment_gateway,18.99
O00018980,2026-02-12 11:41:46,2026-02-13 16:29:35,C108623,P107914,1,58.73,0.0,0.0,paid,cancelled,WH-ME-01,FedEx,True,shipping_partner,58.73
O00018981,2026-02-18 13:02:35,2026-02-19 02:48:24,C108565,P105719,1,31.19,4.68,0.0,paid,cancelled,WH-LA-03,DHL,True,payment_gateway,26.51
O00018982,2025-11-11 14:45:48,2025-11-11 15:46:30,C118426,P106150,1,15.87,0.0,0.0,paid,delivered,WH-LA-01,UPS,False,payment_gateway,15.87
O00018983,2025-12-01 07:55:45,2025-12-01 09:47:22,C105112,P103040,1,25.44,3.82,5.99,paid,delayed,WH-EU-03,Local Partner,False,payment_gateway,27.61
O00018984,2026-01-23 22:11:00,2026-01-23 23:52:26,C110768,P107846,3,31.84,0.0,5.99,paid,in_transit,WH-ME-01,UPS,False,shipping_partner,101.51
O00018985,2026-02-25 10:23:16,2026-02-25 12:14:30,C110568,P102390,1,36.99,5.55,0.0,paid,delivered,WH-AP-01,Local Partner,False,shipping_partner,31.44
O00018986,2026-03-26 11:50:59,2026-03-26 13:03:53,C123321,P104912,1,24.42,0.0,9.99,paid,delivered,WH-EU-02,Local Partner,False,order_service,34.41
O00018987,2026-01-02 11:11:41,2026-01-02 12:37:30,C123904,P104606,1,16.58,0.0,0.0,paid,delivered,WH-NA-02,Local Partner,False,shipping_partner,16.58
O00018988,2025-11-25 13:43:33,2025-11-26 22:03:52,C113583,P108649,1,54.64,0.0,0.0,paid,delivered,WH-AP-01,Local Partner,True,shipping_partner,54.64
O00018989,2026-03-07 20:22:56,2026-03-08 09:50:03,C104200,P101185,1,251.78,0.0,5.99,paid,delivered,WH-NA-04,FedEx,True,payment_gateway,257.77
O00018990,2026-01-06 00:33:20,2026-01-06 14:13:54,C102130,P111775,2,53.52,0.0,0.0,paid,delivered,WH-EU-01,UPS,True,payment_gateway,107.04
O00018991,2026-03-09 07:56:27,2026-03-09 09:44:46,C124693,P107707,2,9.74,0.0,0.0,paid,delivered,WH-ME-02,Amazon Logistics,False,payment_gateway,19.48
O00018992,2025-12-11 01:06:42,2025-12-11 03:03:19,C104234,P111810,3,62.3,28.04,3.99,paid,delivered,WH-EU-01,Amazon Logistics,False,order_service,162.85
O00018993,2026-02-01 00:28:43,2026-02-02 16:19:34,C112025,P111208,1,22.73,0.0,3.99,paid,delayed,WH-NA-03,Amazon Logistics,True,payment_gateway,26.72
O00018994,2025-10-26 03:55:31,2025-10-26 04:42:38,C103173,P103702,3,26.08,3.91,5.99,paid,delivered,WH-EU-01,Local Partner,False,order_service,80.32
O00018995,2026-03-11 02:31:17,2026-03-11 03:40:27,C100776,P103178,1,10.74,1.61,3.99,paid,cancelled,WH-NA-02,DHL,False,payment_gateway,13.12
O00018996,2026-01-05 01:53:19,2026-01-05 02:38:39,C105929,P107365,1,13.24,0.0,5.99,paid,delivered,WH-AP-02,FedEx,False,shipping_partner,19.23
O00018997,2025-10-27 13:54:47,2025-10-28 03:18:57,C123001,P105328,2,119.5,23.9,0.0,paid,delivered,WH-AP-01,DHL,True,order_service,215.1
O00018998,2025-11-15 03:50:49,2025-11-16 06:20:45,C108019,P106018,1,31.18,0.0,3.99,paid,delivered,WH-LA-01,UPS,True,order_service,35.17
O00018999,2025-10-18 12:38:09,2025-10-18 13:48:12,C103734,P103223,1,13.56,0.68,0.0,paid,in_transit,WH-LA-03,Amazon Logistics,False,shipping_partner,12.88
O00019000,2026-03-22 11:38:55,2026-03-22 13:37:57,C109251,P108528,2,27.55,2.76,0.0,paid,delivered,WH-LA-02,DHL,False,payment_gateway,52.34
O00019001,2025-11-05 11:31:16,2025-11-06 11:10:11,C109028,P108549,1,21.0,1.05,9.99,paid,delivered,WH-EU-01,UPS,True,payment_gateway,29.94
O00019002,2026-01-13 05:12:47,2026-01-13 22:18:32,C116650,P109607,1,36.3,0.0,0.0,paid,in_transit,WH-AP-04,UPS,True,shipping_partner,36.3
O00019003,2025-10-18 13:33:46,2025-10-18 15:01:59,C119536,P102531,1,51.2,5.12,0.0,refunded,delivered,WH-AP-04,Local Partner,False,order_service,46.08
O00019004,2025-11-05 18:54:28,2025-11-06 08:33:39,C106118,P100247,2,10.19,1.02,0.0,paid,delivered,WH-ME-03,Local Partner,True,order_service,19.36
O00019005,2026-02-07 14:35:59,2026-02-09 03:34:22,C105405,P105433,1,9.37,0.47,0.0,paid,delivered,WH-AP-03,Amazon Logistics,True,shipping_partner,8.9
O00019006,2025-10-26 08:03:11,2025-10-26 08:06:51,C117783,P104580,1,46.04,4.6,3.99,paid,delivered,WH-LA-02,Local Partner,False,payment_gateway,45.43
O00019007,2026-03-20 11:23:26,2026-03-21 16:29:06,C122742,P107507,1,12.0,1.2,5.99,failed,in_transit,WH-ME-04,Local Partner,True,payment_gateway,16.79
O00019008,2026-03-21 06:52:01,2026-03-21 07:20:32,C117455,P109011,1,44.71,0.0,0.0,paid,in_transit,WH-AP-02,DHL,False,order_service,44.71
O00019009,2026-03-31 06:14:32,2026-03-31 20:43:24,C100995,P100671,1,13.01,0.65,0.0,refunded,delivered,WH-EU-01,DHL,True,payment_gateway,12.36
O00019010,2025-10-16 10:17:58,2025-10-16 11:13:24,C105377,P102591,1,28.81,4.32,5.99,paid,delayed,WH-AP-01,UPS,False,payment_gateway,30.48
O00019011,2025-11-10 04:50:15,2025-11-10 06:30:59,C115581,P104092,1,13.52,0.0,0.0,paid,delivered,WH-NA-02,DHL,False,payment_gateway,13.52
O00019012,2026-02-24 20:38:39,2026-02-26 18:31:11,C124183,P104053,2,7.79,0.0,0.0,paid,delivered,WH-EU-02,Amazon Logistics,True,order_service,15.58
O00019013,2026-03-10 23:28:25,2026-03-11 01:13:53,C111963,P108860,2,24.62,0.0,5.99,pending,delivered,WH-LA-02,Amazon Logistics,False,shipping_partner,55.23
O00019014,2025-11-28 04:34:18,2025-11-28 05:02:36,C116760,P110268,1,15.29,0.0,5.99,paid,delivered,WH-AP-04,Amazon Logistics,False,payment_gateway,21.28
O00019015,2026-02-05 04:51:45,2026-02-05 05:59:02,C117607,P104172,1,4.07,0.0,0.0,paid,delayed,WH-NA-04,Amazon Logistics,False,shipping_partner,4.07
O00019016,2026-01-12 11:34:39,2026-01-13 18:43:31,C120139,P103155,2,21.38,2.14,0.0,paid,delivered,WH-AP-01,UPS,True,payment_gateway,40.62
O00019017,2026-03-10 20:55:19,2026-03-12 14:37:29,C112046,P105725,1,6.4,1.28,5.99,refunded,delivered,WH-LA-02,UPS,True,order_service,11.11
O00019018,2026-03-30 09:43:16,2026-03-30 09:47:09,C103125,P107519,2,65.38,13.08,5.99,paid,delayed,WH-NA-03,DHL,False,shipping_partner,123.67
O00019019,2026-01-19 09:00:18,2026-01-19 09:44:02,C109567,P104278,3,6.67,0.0,0.0,paid,delivered,WH-EU-04,DHL,False,shipping_partner,20.01
O00019020,2026-03-10 21:15:10,2026-03-10 22:01:49,C123184,P103944,3,7.81,0.0,5.99,paid,in_transit,WH-LA-04,Amazon Logistics,False,order_service,29.42
O00019021,2026-01-07 11:32:14,2026-01-07 11:42:07,C124749,P100518,1,83.77,0.0,5.99,paid,delivered,WH-EU-01,FedEx,False,payment_gateway,89.76
O00019022,2025-12-09 00:57:44,2025-12-10 21:39:48,C118630,P105793,1,29.81,0.0,0.0,paid,delivered,WH-ME-03,Local Partner,True,shipping_partner,29.81
O00019023,2026-03-26 11:58:27,2026-03-26 13:48:48,C123971,P109626,1,12.7,0.64,0.0,paid,delivered,WH-EU-03,Amazon Logistics,False,payment_gateway,12.06
O00019024,2026-03-01 14:25:10,2026-03-01 14:31:09,C123063,P109369,1,7.64,0.76,0.0,paid,delivered,WH-ME-02,Local Partner,False,order_service,6.88
O00019025,2025-12-06 12:41:24,2025-12-07 05:05:49,C117483,P110514,1,16.17,0.0,3.99,paid,delivered,WH-NA-04,FedEx,True,shipping_partner,20.16
O00019026,2026-01-21 01:40:46,2026-01-22 23:29:39,C117609,P108193,2,43.19,0.0,0.0,refunded,delivered,WH-EU-02,Amazon Logistics,True,payment_gateway,86.38
O00019027,2025-10-31 19:58:44,2025-10-31 20:02:12,C116131,P110076,2,31.38,0.0,9.99,paid,returned,WH-ME-03,Local Partner,False,shipping_partner,72.75
O00019028,2026-02-05 12:20:52,2026-02-06 18:45:54,C110041,P109772,1,44.48,4.45,5.99,paid,delivered,WH-EU-04,FedEx,True,payment_gateway,46.02
O00019029,2025-12-30 05:42:49,2025-12-30 18:19:35,C116444,P100245,1,50.42,0.0,3.99,paid,delivered,WH-NA-03,UPS,True,payment_gateway,54.41
O00019030,2025-10-08 05:34:57,2025-10-08 06:37:43,C103319,P111781,1,13.98,1.4,9.99,paid,delivered,WH-ME-02,FedEx,False,payment_gateway,22.57
O00019031,2026-01-24 09:06:18,2026-01-24 09:33:09,C109225,P102864,1,13.58,0.0,3.99,paid,delivered,WH-NA-02,Amazon Logistics,False,order_service,17.57
O00019032,2025-12-04 13:35:57,2025-12-04 14:50:45,C118479,P107790,1,31.11,0.0,0.0,paid,delivered,WH-ME-01,DHL,False,shipping_partner,31.11
O00019033,2026-01-15 01:13:11,2026-01-15 01:19:36,C103024,P101152,1,14.43,0.0,0.0,pending,delivered,WH-NA-04,Amazon Logistics,False,shipping_partner,14.43
O00019034,2025-12-25 14:41:10,2025-12-26 02:07:39,C107851,P105993,4,10.49,0.0,0.0,paid,cancelled,WH-NA-01,UPS,True,order_service,41.96
O00019035,2026-02-07 03:48:58,2026-02-07 05:46:49,C118877,P100511,1,11.87,1.78,3.99,paid,delivered,WH-ME-02,DHL,False,payment_gateway,14.08
O00019036,2025-10-27 23:29:34,2025-10-28 01:24:40,C101573,P100012,1,27.39,0.0,0.0,paid,delivered,WH-NA-01,FedEx,False,payment_gateway,27.39
O00019037,2025-11-06 07:47:24,2025-11-06 09:19:39,C112298,P111723,1,10.76,0.0,0.0,paid,delivered,WH-LA-02,DHL,False,payment_gateway,10.76
O00019038,2026-02-15 17:54:52,2026-02-15 19:43:22,C100664,P111305,1,16.28,0.0,5.99,paid,returned,WH-NA-01,FedEx,False,payment_gateway,22.27
O00019039,2026-03-27 17:47:32,2026-03-27 18:24:45,C116307,P107617,1,68.11,6.81,0.0,failed,delivered,WH-NA-01,Amazon Logistics,False,order_service,61.3
O00019040,2025-10-13 21:20:19,2025-10-13 21:28:57,C106079,P104379,1,10.33,0.52,3.99,paid,in_transit,WH-ME-04,Amazon Logistics,False,order_service,13.8
O00019041,2026-03-14 20:00:48,2026-03-14 21:31:09,C116310,P108990,1,34.23,5.14,0.0,paid,delayed,WH-AP-01,Amazon Logistics,False,order_service,29.09
O00019042,2026-01-22 08:58:09,2026-01-22 09:51:14,C106188,P101687,1,32.85,0.0,5.99,paid,delivered,WH-NA-01,Amazon Logistics,False,shipping_partner,38.84
O00019043,2026-03-08 18:56:43,2026-03-09 11:31:38,C109596,P100922,1,23.9,1.19,9.99,paid,in_transit,WH-LA-02,DHL,True,order_service,32.7
O00019044,2025-10-02 21:19:46,2025-10-02 22:18:12,C106883,P109142,1,8.53,0.0,0.0,paid,delivered,WH-EU-03,FedEx,False,payment_gateway,8.53
O00019045,2025-12-18 20:50:22,2025-12-18 21:01:05,C119101,P110264,1,3.68,0.18,9.99,paid,delivered,WH-LA-02,UPS,False,shipping_partner,13.49
O00019046,2025-11-19 20:09:57,2025-11-19 20:23:32,C122913,P111381,1,193.56,29.03,5.99,paid,delivered,WH-AP-02,UPS,False,order_service,170.52
O00019047,2025-11-06 12:45:47,2025-11-07 11:57:56,C100446,P108927,2,17.65,0.0,3.99,paid,delivered,WH-NA-04,UPS,True,shipping_partner,39.29
